################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.3116845790360072E-01 a         1     0     1     1     1
  1.0792484545515148E-01 a         2     0     1     1     2
  6.6201407409853016E-02 a         3     0     1     1     3
  2.9806893658618416E-01 a         4     0     1     1     4
 -3.6533467109787832E-01 a         5     0     1     1     5
  1.7614904215756136E-01 a         6     0     1     1     6
  5.0344140753309806E-02 a         7     0     1     1     7
  1.0630091987916043E-01 a         8     0     1     1     8
  2.7476388190212181E-01 a         9     0     1     1     9
  3.4694830084008277E-01 a        10     0     1     1    10
  9.6996151587251625E-02 a        11     0     2     1     1
  2.8978545734108063E-01 a        12     0     2     1     2
 -1.1831350814112368E-01 a        13     0     2     1     3
 -5.1219094684351284E-02 a        14     0     2     1     4
 -1.5584228925943311E-01 a        15     0     2     1     5
 -4.6096418744253541E-02 a        16     0     2     1     6
  2.5608967954090028E-01 a        17     0     2     1     7
  2.3483266932564117E-01 a        18     0     2     1     8
 -2.1941186761818501E-01 a        19     0     2     1     9
 -1.0019858988612479E-01 a        20     0     2     1    10
  9.7598809362817673E-02 a        21     0     3     1     1
  1.9346589255850419E-01 a        22     0     3     1     2
 -1.0557545967631853E-01 a        23     0     3     1     3
 -1.3863711413142216E-01 a        24     0     3     1     4
 -1.2868925796435835E-02 a        25     0     3     1     5
 -1.1374039364814446E-01 a        26     0     3     1     6
 -2.0986216126854412E-01 a        27     0     3     1     7
 -2.3136940327879843E-01 a        28     0     3     1     8
 -6.5291153177563940E-02 a        29     0     3     1     9
 -7.8030027269513635E-02 a        30     0     3     1    10
  1.1865529799205421E-01 a        31     0     4     1     1
 -6.7988420635049203E-03 a        32     0     4     1     2
 -1.9612319508010945E-01 a        33     0     4     1     3
  1.5440778061811331E-01 a        34     0     4     1     4
 -3.4841911601423292E-01 a        35     0     4     1     5
  1.4931822314840346E-01 a        36     0     4     1     6
  5.3022873335149157E-02 a        37     0     4     1     7
  4.1184662518223926E-02 a        38     0     4     1     8
  1.0707594020859926E-01 a        39     0     4     1     9
  4.1050663933796111E-01 a        40     0     4     1    10
 -1.3777490383827221E-01 a        41     0     5     1     1
 -2.2145911907754576E-01 a        42     0     5     1     2
 -3.1756366976704953E-01 a        43     0     5     1     3
  2.5087927608265731E-01 a        44     0     5     1     4
  2.5635304079280885E-01 a        45     0     5     1     5
  2.4512822711339574E-01 a        46     0     5     1     6
  8.7606787809838244E-02 a        47     0     5     1     7
  3.0676285112481844E-01 a        48     0     5     1     8
  6.1310197334860227E-02 a        49     0     5     1     9
 -2.8265678025946239E-01 a        50     0     5     1    10
  1.2130175765266855E-01 a        51     0     6     1     1
 -1.8803191201128647E-01 a        52     0     6     1     2
  4.3850800063969647E-01 a        53     0     6     1     3
  1.8013498236989298E-01 a        54     0     6     1     4
  8.7905066861522732E-02 a        55     0     6     1     5
 -8.3634022666106575E-02 a        56     0     6     1     6
 -8.4478584258250496E-03 a        57     0     6     1     7
 -1.5481953888138178E-01 a        58     0     6     1     8
  8.6838708370304857E-02 a        59     0     6     1     9
 -3.6631524241330260E-02 a        60     0     6     1    10
 -3.3501667956261538E-01 a        61     0     7     1     1
 -7.1813033658345932E-02 a        62     0     7     1     2
  3.7181288226327491E-01 a        63     0     7     1     3
  6.2735201736203713E-02 a        64     0     7     1     4
 -2.6409172473500903E-01 a        65     0     7     1     5
 -1.6410318407875730E-02 a        66     0     7     1     6
 -2.0303139268476983E-01 a        67     0     7     1     7
 -8.3111437444799874E-02 a        68     0     7     1     8
  1.8794700011164067E-01 a        69     0     7     1     9
  7.6553583595793159E-02 a        70     0     7     1    10
  1.9267492393693067E-01 a        71     0     8     1     1
 -2.5338607414029679E-01 a        72     0     8     1     2
  3.8265151949874461E-02 a        73     0     8     1     3
  2.4718129847571613E-01 a        74     0     8     1     4
  1.7048442732589139E-02 a        75     0     8     1     5
 -6.0151554849980290E-02 a        76     0     8     1     6
 -2.7289567469654225E-01 a        77     0     8     1     7
 -1.2336688506141700E-02 a        78     0     8     1     8
  1.3320100778097446E-01 a        79     0     8     1     9
  2.3540380737011668E-01 a        80     0     8     1    10
 -1.9768378070551148E-02 a        81     0     9     1     1
  3.5642955462114473E-01 a        82     0     9     1     2
 -1.1497131086059817E-01 a        83     0     9     1     3
  3.2713734681123746E-01 a        84     0     9     1     4
  3.4041079120174755E-01 a        85     0     9     1     5
  1.4962061682788599E-01 a        86     0     9     1     6
 -2.5568304365724276E-01 a        87     0     9     1     7
  9.6044999177110485E-02 a        88     0     9     1     8
  1.5487558742378847E-03 a        89     0     9     1     9
  1.1087698873528448E-01 a        90     0     9     1    10
 -2.4389370103186075E-01 a        91     0    10     1     1
 -1.8726244609974732E-01 a        92     0    10     1     2
 -1.8308323364399059E-01 a        93     0    10     1     3
 -2.1645962178408317E-02 a        94     0    10     1     4
  1.7188474035278450E-01 a        95     0    10     1     5
  1.0603842849959629E-02 a        96     0    10     1     6
 -1.6219107402689095E-01 a        97     0    10     1     7
  1.4397379269481553E-01 a        98     0    10     1     8
  4.2627101649794661E-03 a        99     0    10     1     9
 -3.0060896465645420E-01 a       100     0    10     1    10
 -8.3729636999883589E-02 a       101     0    11     1     1
 -3.5804130642086635E-01 a       102     0    11     1     2
 -2.4161435615752247E-01 a       103     0    11     1     3
 -6.8634287820740256E-02 a       104     0    11     1     4
  7.0059186821196329E-02 a       105     0    11     1     5
  1.9255139147478530E-02 a       106     0    11     1     6
 -1.9495141137633704E-01 a       107     0    11     1     7
  1.3804318921535744E-01 a       108     0    11     1     8
 -2.7581567996922740E-02 a       109     0    11     1     9
  2.7049549400210376E-01 a       110     0    11     1    10
  8.0158883999474503E-02 a       111     0    12     1     1
 -2.2546323331854726E-01 a       112     0    12     1     2
  1.6717302635780901E-01 a       113     0    12     1     3
 -1.9608570777893983E-01 a       114     0    12     1     4
  2.4754315865438897E-01 a       115     0    12     1     5
 -6.2925330129323179E-02 a       116     0    12     1     6
  2.1176956220776610E-01 a       117     0    12     1     7
 -1.4975483163000067E-01 a       118     0    12     1     8
 -3.8802068870578393E-01 a       119     0    12     1     9
 -3.1459142350376695E-01 a       120     0    12     1    10
  1.1474325870834888E-01 a       121     0    13     1     1
 -9.4656238524870318E-02 a       122     0    13     1     2
 -1.1912496281333687E-01 a       123     0    13     1     3
  4.8624907615735617E-02 a       124     0    13     1     4
