################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.4312485909918764E-02 a         1     0     1     1     1
 -2.9603169699911497E-01 a         2     0     1     1     2
 -1.9156379670015303E-01 a         3     0     1     1     3
  1.2936325700013415E-01 a         4     0     1     1     4
  1.5024697628768216E-01 a         5     0     1     1     5
 -8.0768782957509541E-02 a         6     0     1     1     6
 -1.5166181752469923E-01 a         7     0     1     1     7
 -3.6564268176723103E-01 a         8     0     1     1     8
  5.1296866334823957E-02 a         9     0     1     1     9
 -1.8747233653342230E-01 a        10     0     1     1    10
  2.4481825570021898E-01 a        11     0     2     1     1
 -1.1479341616017151E-01 a        12     0     2     1     2
  9.1456523710429755E-02 a        13     0     2     1     3
 -2.9780020895417758E-01 a        14     0     2     1     4
  5.9059621439755315E-02 a        15     0     2     1     5
 -2.4991619583237399E-02 a        16     0     2     1     6
 -8.2985481815539733E-02 a        17     0     2     1     7
 -2.8683791586226060E-01 a        18     0     2     1     8
 -1.3716920192566315E-01 a        19     0     2     1     9
  3.2027836192915726E-01 a        20     0     2     1    10
  2.8309925878301190E-01 a        21     0     3     1     1
  1.4996919564782618E-01 a        22     0     3     1     2
  1.6416166655726694E-01 a        23     0     3     1     3
 -3.3098303102070559E-01 a        24     0     3     1     4
  8.4110364605360907E-02 a        25     0     3     1     5
  2.3714137980598782E-01 a        26     0     3     1     6
  2.1623732111801638E-01 a        27     0     3     1     7
 -1.6364584240938645E-01 a        28     0     3     1     8
  1.5225666227937440E-01 a        29     0     3     1     9
 -8.1154484634036766E-02 a        30     0     3     1    10
  5.1012855518835137E-02 a        31     0     4     1     1
  1.7414132195656756E-01 a        32     0     4     1     2
  1.4210599150286796E-01 a        33     0     4     1     3
  3.4138023724331396E-01 a        34     0     4     1     4
  1.0881471529984348E-01 a        35     0     4     1     5
 -2.4423868357232389E-01 a        36     0     4     1     6
 -9.3765028318066879E-02 a        37     0     4     1     7
 -8.4718758624108534E-02 a        38     0     4     1     8
  3.1165661159580177E-01 a        39     0     4     1     9
 -4.3115680494252510E-02 a        40     0     4     1    10
 -4.9454139432383158E-02 a        41     0     5     1     1
  7.3567896023623722E-02 a        42     0     5     1     2
  4.3183483660758828E-03 a        43     0     5     1     3
 -1.2120855388363047E-01 a        44     0     5     1     4
 -3.4724364031436133E-01 a        45     0     5     1     5
 -4.5425816688448389E-02 a        46     0     5     1     6
 -1.6981790278181452E-01 a        47     0     5     1     7
 -7.1880956624873565E-02 a        48     0     5     1     8
  2.5097322533932204E-01 a        49     0     5     1     9
  3.5307043427398527E-01 a        50     0     5     1    10
 -2.2314421289106662E-01 a        51     0     6     1     1
  8.0100649149204825E-02 a        52     0     6     1     2
  4.8081192180516777E-02 a        53     0     6     1     3
 -9.8762360647609196E-02 a        54     0     6     1     4
 -1.5577189818361159E-01 a        55     0     6     1     5
  5.2802108628092453E-02 a        56     0     6     1     6
  7.6077587579312433E-02 a        57     0     6     1     7
 -1.9427790540261466E-01 a        58     0     6     1     8
  1.0360430467453231E-01 a        59     0     6     1     9
 -1.9880503657168880E-01 a        60     0     6     1    10
 -3.8158470333271766E-01 a        61     0     7     1     1
 -7.8684924092616682E-02 a        62     0     7     1     2
  1.0016322540419141E-01 a        63     0     7     1     3
 -3.0488866711237533E-01 a        64     0     7     1     4
 -5.7384788609849274E-02 a        65     0     7     1     5
  2.8308733231021926E-01 a        66     0     7     1     6
 -7.3421420413216240E-02 a        67     0     7     1     7
  2.7792226898572736E-01 a        68     0     7     1     8
 -1.3511215401787796E-01 a        69     0     7     1     9
 -3.2889661869588438E-01 a        70     0     7     1    10
 -7.4576188020641240E-02 a        71     0     8     1     1
 -1.7687163119588779E-02 a        72     0     8     1     2
  4.2440670278108786E-02 a        73     0     8     1     3
  2.3729257626073591E-01 a        74     0     8     1     4
  5.5937828257079603E-02 a        75     0     8     1     5
 -7.5849656322411252E-02 a        76     0     8     1     6
  3.7429541291428667E-03 a        77     0     8     1     7
 -2.3355150000387451E-01 a        78     0     8     1     8
  2.3297043577047757E-02 a        79     0     8     1     9
  2.2612990065873601E-02 a        80     0     8     1    10
  3.2654073498220360E-02 a        81     0     9     1     1
  5.7852292979142558E-02 a        82     0     9     1     2
  1.3716065340696665E-02 a        83     0     9     1     3
  1.2819332173959352E-01 a        84     0     9     1     4
 -4.4391916381154153E-02 a        85     0     9     1     5
  8.8099899987211683E-02 a        86     0     9     1     6
  5.3980075467776223E-02 a        87     0     9     1     7
 -6.7301706598320767E-03 a        88     0     9     1     8
 -4.9343196991743103E-02 a        89     0     9     1     9
  2.6451723462531651E-01 a        90     0     9     1    10
  1.3464170382693830E-01 a        91     0    10     1     1
  2.5275687202426139E-01 a        92     0    10     1     2
 -7.3311294263384480E-02 a        93     0    10     1     3
 -2.1313551555065433E-01 a        94     0    10     1     4
 -9.8132368323311778E-02 a        95     0    10     1     5
  1.6722045276102376E-01 a        96     0    10     1     6
 -1.3198981896579182E-01 a        97     0    10     1     7
  6.0480421636404331E-02 a        98     0    10     1     8
  2.5474899276949609E-01 a        99     0    10     1     9
  3.3347146020689700E-01 a       100     0    10     1    10
 -2.5118662474900433E-01 a       101     0    11     1     1
  2.0897411700360480E-01 a       102     0    11     1     2
  2.0566918369783280E-01 a       103     0    11     1     3
  1.3056004267445206E-02 a       104     0    11     1     4
 -1.7738167649434597E-01 a       105     0    11     1     5
 -4.3509200240713508E-01 a       106     0    11     1     6
  3.2870373646332146E-01 a       107     0    11     1     7
  1.1719681758317206E-01 a       108     0    11     1     8
 -2.3496394237440926E-01 a       109     0    11     1     9
 -3.1265802871736958E-01 a       110     0    11     1    10
  2.5306734358529392E-01 a       111     0    12     1     1
  3.3603984779669394E-01 a       112     0    12     1     2
  2.7570172679693528E-01 a       113     0    12     1     3
 -2.7227315152006509E-01 a       114     0    12     1     4
  1.6143186132008663E-01 a       115     0    12     1     5
  3.0155102224666014E-01 a       116     0    12     1     6
  2.4603931943015328E-01 a       117     0    12     1     7
 -2.5656488117320919E-01 a       118     0    12     1     8
  1.1480055110264209E-01 a       119     0    12     1     9
  3.2552485768525968E-01 a       120     0    12     1    10
 -3.5768429382679556E-01 a       121     0    13     1     1
 -2.7739074725716334E-01 a       122     0    13     1     2
 -2.8991383011144667E-01 a       123     0    13     1     3
  1.2295728765517787E-01 a       124     0    13     1     4
 -7.0573742218552199E-02 a       125     0    13     1     5
  2.2165849300879718E-02 a       126     0    13     1     6
 -1.6443765471616342E-01 a       127     0    13     1     7
  2.4479997946816617E-01 a       128     0    13     1     8
 -9.6813531897314051E-02 a       129     0    13     1     9
 -2.2302257817812695E-02 a       130     0    13     1    10
 -1.8974848679477552E-01 a       131     0    14     1     1
  4.9263393106162387E-02 a       132     0    14     1     2
  5.2080495647585719E-02 a       133     0    14     1     3
  2.1399051823553408E-01 a       134     0    14     1     4
  1.6054670018167752E-01 a       135     0    14     1     5
  1.6316617164655103E-01 a       136     0    14     1     6
