################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.2999002558901499E-01 a         1     0     1     1     1
  6.3888063439584281E-02 a         2     0     1     1     2
 -2.1562230247057321E-01 a         3     0     1     1     3
  3.3678090618750123E-01 a         4     0     1     1     4
  9.2194669994547743E-02 a         5     0     1     1     5
  4.1527560602958863E-01 a         6     0     1     1     6
  5.7010050027820058E-02 a         7     0     1     1     7
 -3.4548546711758465E-01 a         8     0     1     1     8
 -2.2397318996261723E-01 a         9     0     1     1     9
  1.3717235687710880E-01 a        10     0     1     1    10
  8.6210910538878915E-02 a        11     0     2     1     1
  1.5022973915024976E-01 a        12     0     2     1     2
 -1.1543618278015736E-02 a        13     0     2     1     3
  4.2955298049896223E-01 a        14     0     2     1     4
 -1.2863127128938301E-01 a        15     0     2     1     5
 -6.5691435067613602E-02 a        16     0     2     1     6
 -1.1237386195641880E-01 a        17     0     2     1     7
  2.4300388546683593E-01 a        18     0     2     1     8
 -5.0387489997419610E-01 a        19     0     2     1     9
  5.5196384569150131E-03 a        20     0     2     1    10
 -3.5478555653298709E-02 a        21     0     3     1     1
  1.9618915767376724E-01 a        22     0     3     1     2
  7.6377644917633150E-03 a        23     0     3     1     3
  2.2480741959997882E-02 a        24     0     3     1     4
  3.5347787467398634E-01 a        25     0     3     1     5
 -8.3664763943423842E-02 a        26     0     3     1     6
 -2.6777933074730267E-02 a        27     0     3     1     7
 -2.8964275308644277E-01 a        28     0     3     1     8
 -7.8604853668272828E-02 a        29     0     3     1     9
  2.1559779763859971E-01 a        30     0     3     1    10
  3.7834351207966077E-01 a        31     0     4     1     1
  3.0487379568307221E-01 a        32     0     4     1     2
 -1.6689690144543426E-01 a        33     0     4     1     3
 -3.9492139568900525E-01 a        34     0     4     1     4
  1.3994599742225505E-01 a        35     0     4     1     5
  8.1227472315746341E-03 a        36     0     4     1     6
  8.3374285177394591E-02 a        37     0     4     1     7
  3.4502999584116387E-02 a        38     0     4     1     8
  1.3553592896206046E-01 a        39     0     4     1     9
 -4.5629578208672034E-01 a        40     0     4     1    10
  7.4032962942496686E-02 a        41     0     5     1     1
  5.2190482426080353E-01 a        42     0     5     1     2
 -4.9165240501924425E-02 a        43     0     5     1     3
 -2.5094192948440869E-01 a        44     0     5     1     4
  2.6295626927250015E-02 a        45     0     5     1     5
  2.3909258043342566E-01 a        46     0     5     1     6
  6.4876761946219763E-01 a        47     0     5     1     7
 -8.0944686083886150E-02 a        48     0     5     1     8
  9.5486325478723197E-02 a        49     0     5     1     9
  1.7344732143732156E-01 a        50     0     5     1    10
 -2.2705115968198533E-02 a        51     0     6     1     1
  1.2560468802292593E-01 a        52     0     6     1     2
 -3.0053616271212519E-01 a        53     0     6     1     3
  2.0160397179493622E-01 a        54     0     6     1     4
  2.4890468835781088E-01 a        55     0     6     1     5
  7.6898224531854895E-02 a        56     0     6     1     6
  4.4655224813576777E-01 a        57     0     6     1     7
  3.9970671519468448E-01 a        58     0     6     1     8
  4.5774246644243638E-01 a        59     0     6     1     9
  1.2974867994815201E-01 a        60     0     6     1    10
  3.6004257165009218E-01 a        61     0     7     1     1
  1.1462693784989957E-01 a        62     0     7     1     2
 -4.8087612552021680E-02 a        63     0     7     1     3
 -5.2307619479395460E-02 a        64     0     7     1     4
  3.0948525961175793E-01 a        65     0     7     1     5
  4.3657974851805903E-01 a        66     0     7     1     6
  4.2553913284936357E-01 a        67     0     7     1     7
  3.1935616638410491E-01 a        68     0     7     1     8
 -9.0339220863381128E-02 a        69     0     7     1     9
 -2.6492641835096647E-01 a        70     0     7     1    10
  3.0965281749410811E-01 a        71     0     8     1     1
  2.4620285968083305E-01 a        72     0     8     1     2
  2.6581269761860032E-01 a        73     0     8     1     3
 -9.2114177046007540E-03 a        74     0     8     1     4
  9.0926623702082751E-02 a        75     0     8     1     5
  2.7246497762562483E-01 a        76     0     8     1     6
 -3.3773611024349642E-01 a        77     0     8     1     7
  1.5675330600839074E-02 a        78     0     8     1     8
  1.5442166462663956E-01 a        79     0     8     1     9
 -5.4029685180415753E-02 a        80     0     8     1    10
  2.2227853575629539E-01 a        81     0     9     1     1
 -3.8554729843831631E-01 a        82     0     9     1     2
  8.3785901487068271E-02 a        83     0     9     1     3
 -4.1534838089365405E-03 a        84     0     9     1     4
  1.1511873664610041E-01 a        85     0     9     1     5
  1.7188015826567810E-01 a        86     0     9     1     6
 -3.6516484122166704E-01 a        87     0     9     1     7
 -2.0694202412279444E-01 a        88     0     9     1     8
 -9.3328395699995292E-03 a        89     0     9     1     9
 -1.3846661443814917E-01 a        90     0     9     1    10
 -4.3799622872410376E-01 a        91     0    10     1     1
  1.3268380868283244E-01 a        92     0    10     1     2
 -8.8809697175522395E-02 a        93     0    10     1     3
  5.1018566961189256E-03 a        94     0    10     1     4
  1.8217124816933614E-01 a        95     0    10     1     5
  3.1241359960109566E-01 a        96     0    10     1     6
 -1.6743724899958803E-01 a        97     0    10     1     7
