################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.2865900165253888E-01 a         1     0     1     1     1
 -8.8205514436892035E-02 a         2     0     1     1     2
  5.2994071059001766E-02 a         3     0     1     1     3
  8.8671295463050460E-03 a         4     0     1     1     4
 -1.0791028507676180E-01 a         5     0     1     1     5
  3.4222315849306484E-01 a         6     0     1     1     6
  3.1986467733089152E-01 a         7     0     1     1     7
 -2.1418990544042318E-01 a         8     0     1     1     8
 -1.2606234409926186E-02 a         9     0     1     1     9
 -1.8168697059774938E-01 a        10     0     1     1    10
 -4.2438617992186017E-01 a        11     0     2     1     1
  4.2236956585922913E-01 a        12     0     2     1     2
  3.7175597378988107E-01 a        13     0     2     1     3
 -2.3962568868998765E-01 a        14     0     2     1     4
 -1.5876306668171371E-03 a        15     0     2     1     5
 -7.6583806934973193E-04 a        16     0     2     1     6
  1.5228594968661846E-01 a        17     0     2     1     7
 -2.1020125404627339E-02 a        18     0     2     1     8
 -4.6008288611177472E-01 a        19     0     2     1     9
  1.2837327024773934E-01 a        20     0     2     1    10
  2.9342003430529245E-01 a        21     0     3     1     1
 -3.2530407208810452E-02 a        22     0     3     1     2
 -2.4021311844255644E-01 a        23     0     3     1     3
 -3.0198066372174309E-01 a        24     0     3     1     4
  2.4075205160466789E-01 a        25     0     3     1     5
  3.1360036160343763E-01 a        26     0     3     1     6
 -1.9321790107016737E-01 a        27     0     3     1     7
  4.6805408634897731E-02 a        28     0     3     1     8
  2.4613680500119756E-01 a        29     0     3     1     9
 -1.5634097413298292E-01 a        30     0     3     1    10
 -3.5379797964897924E-01 a        31     0     4     1     1
  6.3492635905493242E-02 a        32     0     4     1     2
 -1.7513351386575304E-01 a        33     0     4     1     3
  1.0432266449322368E-01 a        34     0     4     1     4
 -3.4957156938229245E-01 a        35     0     4     1     5
 -6.0893887944812715E-02 a        36     0     4     1     6
 -3.9813591846441496E-02 a        37     0     4     1     7
  1.6171492626927728E-01 a        38     0     4     1     8
 -1.4143235343930047E-01 a        39     0     4     1     9
 -8.6762009642643884E-02 a        40     0     4     1    10
 -2.6245414858476590E-01 a        41     0     5     1     1
  2.6377224157109420E-02 a        42     0     5     1     2
  3.6189120531194975E-02 a        43     0     5     1     3
 -7.3995198056901593E-02 a        44     0     5     1     4
  2.7189204652898857E-01 a        45     0     5     1     5
 -1.5207349156949909E-01 a        46     0     5     1     6
  2.5332980628007082E-02 a        47     0     5     1     7
 -1.1021180529112631E-01 a        48     0     5     1     8
  1.2803753478267660E-01 a        49     0     5     1     9
 -1.0036565603558879E-02 a        50     0     5     1    10
  9.4576118532686174E-02 a        51     0     6     1     1
 -1.5183513755240580E-01 a        52     0     6     1     2
  1.3790468498756099E-02 a        53     0     6     1     3
  2.4650057654381730E-01 a        54     0     6     1     4
 -7.0830267264975516E-02 a        55     0     6     1     5
 -2.7493851521612583E-01 a        56     0     6     1     6
 -3.9423233883975020E-02 a        57     0     6     1     7
  1.1318268951262839E-01 a        58     0     6     1     8
  8.9067696468028576E-02 a        59     0     6     1     9
  1.2693376407043433E-01 a        60     0     6     1    10
 -2.3299248024534011E-01 a        61     0     7     1     1
  1.8145480282410031E-01 a        62     0     7     1     2
 -3.2529165799993702E-02 a        63     0     7     1     3
  6.5094799621906091E-02 a        64     0     7     1     4
  8.6952877191480468E-02 a        65     0     7     1     5
  1.0738819699472112E-01 a        66     0     7     1     6
 -1.4208090620561922E-01 a        67     0     7     1     7
 -1.3964470168862517E-01 a        68     0     7     1     8
 -3.0606640710097298E-02 a        69     0     7     1     9
 -9.3081642731385777E-02 a        70     0     7     1    10
 -1.0578374458477188E-02 a        71     0     8     1     1
  1.6053652250867978E-01 a        72     0     8     1     2
  1.8723386188415822E-01 a        73     0     8     1     3
 -1.5793217674860752E-01 a        74     0     8     1     4
 -2.7384406057738286E-01 a        75     0     8     1     5
 -2.2011218439861241E-01 a        76     0     8     1     6
 -5.2791836498833580E-02 a        77     0     8     1     7
  2.6799535506139138E-01 a        78     0     8     1     8
 -2.3799559430483441E-01 a        79     0     8     1     9
  2.7873639027509228E-01 a        80     0     8     1    10
  2.1719338512164887E-01 a        81     0     9     1     1
 -1.4863376964286160E-01 a        82     0     9     1     2
  1.0320701345906291E-01 a        83     0     9     1     3
 -2.6392536264155170E-01 a        84     0     9     1     4
 -1.4152368871401949E-02 a        85     0     9     1     5
  6.5510325818175313E-02 a        86     0     9     1     6
  2.6132400474449962E-02 a        87     0     9     1     7
 -8.9256084724853885E-02 a        88     0     9     1     8
  1.8993673419492204E-02 a        89     0     9     1     9
 -2.1971777681279853E-01 a        90     0     9     1    10
  2.0412529074447308E-01 a        91     0    10     1     1
  3.4671634177655047E-01 a        92     0    10     1     2
  7.2198786183264210E-02 a        93     0    10     1     3
  2.1903544424623847E-02 a        94     0    10     1     4
 -2.1939356855661640E-01 a        95     0    10     1     5
 -1.6382997696779181E-01 a        96     0    10     1     6
  2.7427864664772256E-01 a        97     0    10     1     7
 -3.5631092877604742E-01 a        98     0    10     1     8
  2.4010996780218288E-01 a        99     0    10     1     9
 -9.3567371928563237E-02 a       100     0    10     1    10
  1.0343642733547689E-01 a       101     0    11     1     1
 -4.3437652385344118E-02 a       102     0    11     1     2
 -2.7612952011949171E-01 a       103     0    11     1     3
 -3.0177843215795436E-01 a       104     0    11     1     4
  1.2895676612810200E-01 a       105     0    11     1     5
 -1.0855817816591885E-01 a       106     0    11     1     6
 -3.1885186034934027E-01 a       107     0    11     1     7
 -2.2996366981816641E-01 a       108     0    11     1     8
 -1.8978546131464552E-01 a       109     0    11     1     9
  3.6535526073481311E-01 a       110     0    11     1    10
 -3.2762350001622276E-01 a       111     0    12     1     1
 -1.9458472515803543E-01 a       112     0    12     1     2
  1.8788565779607039E-01 a       113     0    12     1     3
  4.0062525038675784E-01 a       114     0    12     1     4
  1.8659456340016853E-02 a       115     0    12     1     5
 -3.7210152246403000E-01 a       116     0    12     1     6
