################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.6139079009647009E-01 a         1     0     1     1     1
  3.6878222356207691E-01 a         2     0     1     1     2
 -2.3851825241775396E-01 a         3     0     1     1     3
 -2.5132100178177819E-01 a         4     0     1     1     4
  1.5813515757205885E-02 a         5     0     1     1     5
 -3.9291348528951185E-02 a         6     0     1     1     6
  3.4458323778320404E-01 a         7     0     1     1     7
 -4.1654187755158539E-01 a         8     0     1     1     8
  9.7242736734002591E-02 a         9     0     1     1     9
  4.2734917875845452E-01 a        10     0     1     1    10
 -1.4612440656192033E-01 a        11     0     2     1     1
  1.2899122214994599E-01 a        12     0     2     1     2
  1.5658868178237773E-01 a        13     0     2     1     3
  1.5885572174020063E-01 a        14     0     2     1     4
  5.3167414600860574E-01 a        15     0     2     1     5
 -1.2284737036148461E-02 a        16     0     2     1     6
  3.5873701727548446E-01 a        17     0     2     1     7
 -3.6758155730428377E-01 a        18     0     2     1     8
  1.8952973451406216E-01 a        19     0     2     1     9
 -3.8626432620977663E-01 a        20     0     2     1    10
 -1.6541305164249986E-01 a        21     0     3     1     1
 -2.2041830512634761E-01 a        22     0     3     1     2
 -1.6296548558896290E-01 a        23     0     3     1     3
  1.4722787105131191E-01 a        24     0     3     1     4
 -4.4328418276743498E-01 a        25     0     3     1     5
 -1.8764527715918236E-01 a        26     0     3     1     6
 -2.1202541998714958E-01 a        27     0     3     1     7
  3.5652341257143683E-01 a        28     0     3     1     8
  2.2263029612957472E-01 a        29     0     3     1     9
  2.7056973101783283E-01 a        30     0     3     1    10
 -1.1717440430984079E-02 a        31     0     4     1     1
 -1.6867218904653944E-01 a        32     0     4     1     2
  3.2886141815957093E-01 a        33     0     4     1     3
  5.8200325560195568E-02 a        34     0     4     1     4
 -7.3944104775418061E-03 a        35     0     4     1     5
 -1.7943724561183011E-01 a        36     0     4     1     6
 -3.1112886156818609E-01 a        37     0     4     1     7
  2.8348996555006278E-01 a        38     0     4     1     8
  4.3691686392863566E-01 a        39     0     4     1     9
 -3.8546393557368740E-02 a        40     0     4     1    10
  2.1229502180672152E-01 a        41     0     5     1     1
  1.9999649935259506E-01 a        42     0     5     1     2
 -2.4618483322675699E-01 a        43     0     5     1     3
  2.2615336695521207E-01 a        44     0     5     1     4
  3.0165495452886321E-01 a        45     0     5     1     5
  4.3902695644925621E-01 a        46     0     5     1     6
  4.1400164927656286E-01 a        47     0     5     1     7
 -2.5315935098236114E-01 a        48     0     5     1     8
 -4.7573812900348816E-01 a        49     0     5     1     9
  3.7687840126549205E-01 a        50     0     5     1    10
  1.1807137670594013E-01 a        51     0     6     1     1
  9.4140116167123242E-02 a        52     0     6     1     2
  3.4098903800291230E-01 a        53     0     6     1     3
 -1.9789089410868210E-02 a        54     0     6     1     4
  1.8633223272186028E-01 a        55     0     6     1     5
 -2.9511078229155036E-01 a        56     0     6     1     6
 -2.3771896804503062E-02 a        57     0     6     1     7
  2.5981633208958504E-01 a        58     0     6     1     8
 -7.3619922588753869E-02 a        59     0     6     1     9
 -8.3087410407907181E-02 a        60     0     6     1    10
 -3.5197485618611379E-01 a        61     0     7     1     1
  3.4541195904127089E-02 a        62     0     7     1     2
  4.7134110959801336E-02 a        63     0     7     1     3
