################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.6777672711020178E-01 a         1     0     1     1     1
  4.0671601362982779E-01 a         2     0     1     1     2
  1.0371818250434667E-01 a         3     0     1     1     3
  1.3919289710880056E-01 a         4     0     1     1     4
  1.3754725258103706E-01 a         5     0     1     1     5
 -6.4374855896534924E-02 a         6     0     1     1     6
 -1.2798741377728615E-01 a         7     0     1     1     7
  1.1295566837539357E-01 a         8     0     1     1     8
 -3.1168161409485179E-01 a         9     0     1     1     9
 -1.4531082250622682E-01 a        10     0     1     1    10
 -8.4877969541807499E-02 a        11     0     2     1     1
 -2.1797371146097927E-01 a        12     0     2     1     2
 -3.7055456905449452E-01 a        13     0     2     1     3
 -2.8293528930482220E-01 a        14     0     2     1     4
 -1.3221554604905295E-01 a        15     0     2     1     5
  4.0615423697411362E-02 a        16     0     2     1     6
  2.0754848852780634E-02 a        17     0     2     1     7
 -1.2060742512499859E-01 a        18     0     2     1     8
 -5.3951480149558972E-01 a        19     0     2     1     9
 -2.5572952365332156E-03 a        20     0     2     1    10
 -1.6219819947596265E-01 a        21     0     3     1     1
  7.8640220336869238E-02 a        22     0     3     1     2
  7.7272161133071005E-02 a        23     0     3     1     3
 -1.4274891602360304E-01 a        24     0     3     1     4
  2.5042299598773632E-01 a        25     0     3     1     5
 -7.4212395012342502E-02 a        26     0     3     1     6
  3.5266902580408838E-01 a        27     0     3     1     7
 -3.2297257126846218E-01 a        28     0     3     1     8
  9.6810065216904315E-02 a        29     0     3     1     9
  1.1387378537128090E-01 a        30     0     3     1    10
 -1.9769624509138217E-01 a        31     0     4     1     1
  4.6706131190284628E-01 a        32     0     4     1     2
 -4.2241591608736168E-02 a        33     0     4     1     3
  1.4635086723431562E-01 a        34     0     4     1     4
  2.6071878365943962E-01 a        35     0     4     1     5
  1.3675511444721916E-01 a        36     0     4     1     6
 -2.5987730562383632E-01 a        37     0     4     1     7
 -1.3906010525320081E-01 a        38     0     4     1     8
 -1.4300983903275638E-01 a        39     0     4     1     9
  2.7220215791594249E-01 a        40     0     4     1    10
  5.7716389264294066E-02 a        41     0     5     1     1
