################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.5192361948519754E-02 a         1     0     1     1     1
  2.0987628097456473E-01 a         2     0     1     1     2
  1.2023777194612824E-01 a         3     0     1     1     3
  2.2935483042107493E-01 a         4     0     1     1     4
 -1.8532144839206954E-01 a         5     0     1     1     5
 -1.2972582883509307E-01 a         6     0     1     1     6
 -2.0071978801246229E-01 a         7     0     1     1     7
  2.4793974220595522E-01 a         8     0     1     1     8
 -1.2987348905721580E-01 a         9     0     1     1     9
 -1.2514166236687038E-01 a        10     0     1     1    10
  2.5963343705537590E-02 a        11     0     1     1    11
  2.9221398796729259E-01 a        12     0     1     1    12
 -1.2794059757169760E-01 a        13     0     1     1    13
 -1.3750754464922549E-01 a        14     0     1     1    14
 -8.1972792566258751E-02 a        15     0     1     1    15
 -1.9962788800213488E-01 a        16     0     2     1     1
 -1.5473578556377807E-01 a        17     0     2     1     2
  3.4894372144782360E-02 a        18     0     2     1     3
 -9.9807556835135466E-02 a        19     0     2     1     4
 -6.6334474578267077E-02 a        20     0     2     1     5
  2.9776545877125032E-01 a        21     0     2     1     6
  2.8965349954851971E-01 a        22     0     2     1     7
  2.9605385827780667E-01 a        23     0     2     1     8
  2.2718221642702832E-01 a        24     0     2     1     9
  1.3790386192191098E-01 a        25     0     2     1    10
  8.5768354089910889E-02 a        26     0     2     1    11
  2.6246051770918290E-02 a        27     0     2     1    12
 -2.1136181457415390E-01 a        28     0     2     1    13
  1.4409922809237308E-01 a        29     0     2     1    14
 -1.7356423067433516E-01 a        30     0     2     1    15
  6.6921374436806361E-02 a        31     0     3     1     1
 -2.4989437315455548E-01 a        32     0     3     1     2
  2.1104497182224299E-01 a        33     0     3     1     3
 -2.3063218410579331E-01 a        34     0     3     1     4
 -3.1946278377627974E-01 a        35     0     3     1     5
 -2.2068356880729378E-01 a        36     0     3     1     6
 -2.6401170781210270E-01 a        37     0     3     1     7
 -2.4026980263168099E-01 a        38     0     3     1     8
  1.2945167628227863E-01 a        39     0     3     1     9
  1.9173901252834846E-01 a        40     0     3     1    10
  9.9238505141420921E-02 a        41     0     3     1    11
 -1.6668220633117431E-01 a        42     0     3     1    12
 -2.6674352323328637E-02 a        43     0     3     1    13
 -2.2472746413139108E-01 a        44     0     3     1    14
 -3.7531077172785296E-02 a        45     0     3     1    15
 -2.0467392657438181E-02 a        46     0     4     1     1
  1.9202255168950626E-02 a        47     0     4     1     2
  1.9143412319128538E-02 a        48     0     4     1     3
  1.6609342517435663E-01 a        49     0     4     1     4
 -3.2286978279480134E-02 a        50     0     4     1     5
  2.7470161388922226E-01 a        51     0     4     1     6
 -1.9084044367153555E-01 a        52     0     4     1     7
 -6.7092957283405905E-02 a        53     0     4     1     8
  2.8239622873731146E-01 a        54     0     4     1     9
 -1.7629923083583410E-02 a        55     0     4     1    10
  1.6412807813083744E-02 a        56     0     4     1    11
  6.0729428518456318E-03 a        57     0     4     1    12
 -1.7331630806333656E-01 a        58     0     4     1    13
  1.2097728423003253E-01 a        59     0     4     1    14
  1.7114290247898031E-01 a        60     0     4     1    15
 -2.6511852113537299E-01 a        61     0     5     1     1
 -1.9574591093010846E-01 a        62     0     5     1     2
 -1.8260897893520234E-01 a        63     0     5     1     3
 -7.0547948270339986E-02 a        64     0     5     1     4
  2.4866501948380926E-01 a        65     0     5     1     5
 -2.0438509547735542E-01 a        66     0     5     1     6
 -2.3952734666674799E-02 a        67     0     5     1     7
 -1.1398730452406544E-01 a        68     0     5     1     8
  8.5794951716529649E-02 a        69     0     5     1     9
  1.4438562238205371E-01 a        70     0     5     1    10
 -2.0738466748782429E-02 a        71     0     5     1    11
 -7.9510777951430980E-02 a        72     0     5     1    12
  1.3434101594222000E-01 a        73     0     5     1    13
  1.6212822154700085E-01 a        74     0     5     1    14
 -1.8600781618848505E-01 a        75     0     5     1    15
  2.4810938637176788E-01 a        76     0     6     1     1
  2.1297064194528939E-01 a        77     0     6     1     2
 -1.3284561405269599E-01 a        78     0     6     1     3
 -2.0047035778843406E-01 a        79     0     6     1     4
 -2.1284617370520639E-01 a        80     0     6     1     5
 -3.4401049861290937E-02 a        81     0     6     1     6
  5.7111034262824205E-02 a        82     0     6     1     7
 -3.5711687773038556E-02 a        83     0     6     1     8
  4.9670402413963956E-02 a        84     0     6     1     9
 -5.6263276889481087E-02 a        85     0     6     1    10
  1.1209919946709641E-01 a        86     0     6     1    11
 -1.0424235736270718E-01 a        87     0     6     1    12
 -2.1702253929264109E-01 a        88     0     6     1    13
  1.3229286422424957E-01 a        89     0     6     1    14
 -1.1912497547138619E-01 a        90     0     6     1    15
  9.6886151698673831E-02 a        91     0     7     1     1
 -1.7956232442308273E-01 a        92     0     7     1     2
  1.2370421430560669E-01 a        93     0     7     1     3
 -8.2401776318170486E-02 a        94     0     7     1     4
  1.7899051930601101E-01 a        95     0     7     1     5
  2.1369690084386574E-02 a        96     0     7     1     6
  1.7210490750792951E-02 a        97     0     7     1     7
  4.2141622846215566E-02 a        98     0     7     1     8
 -1.3394854308107168E-01 a        99     0     7     1     9
  2.1094170869423207E-01 a       100     0     7     1    10
  5.0503930885869852E-02 a       101     0     7     1    11
 -1.1762129867105320E-01 a       102     0     7     1    12
  1.8519100894132307E-01 a       103     0     7     1    13
 -2.1206157289140370E-01 a       104     0     7     1    14
 -1.6498892812731752E-01 a       105     0     7     1    15
 -8.5552100287710417E-02 a       106     0     8     1     1
  1.7175202017831015E-01 a       107     0     8     1     2
  9.8207201891768233E-03 a       108     0     8     1     3
 -4.1618486328341128E-02 a       109     0     8     1     4
  8.9129593013034358E-02 a       110     0     8     1     5
  3.9899787032939013E-03 a       111     0     8     1     6
  1.1625541132391090E-01 a       112     0     8     1     7
  2.6131300999025753E-01 a       113     0     8     1     8
  1.3514536604165617E-01 a       114     0     8     1     9
  1.7978670794017881E-01 a       115     0     8     1    10
  3.0388932432304405E-01 a       116     0     8     1    11
  2.2093505243981665E-01 a       117     0     8     1    12
 -2.7077278486909623E-02 a       118     0     8     1    13
 -2.6231037835342619E-01 a       119     0     8     1    14
 -1.3534613108550266E-03 a       120     0     8     1    15
 -1.2359024572024428E-02 a       121     0     9     1     1
 -1.5717046325851355E-01 a       122     0     9     1     2
  2.8958242777843668E-01 a       123     0     9     1     3
  8.8639047214160466E-02 a       124     0     9     1     4
 -2.0450051792480759E-03 a       125     0     9     1     5
  5.0708027713171420E-02 a       126     0     9     1     6
  1.8226543089293146E-01 a       127     0     9     1     7
 -2.2261289678497267E-01 a       128     0     9     1     8
 -2.5375642054857366E-02 a       129     0     9     1     9
  5.8109933768812225E-02 a       130     0     9     1    10
  1.8789359785490959E-02 a       131     0     9     1    11
 -8.4876782603830137E-02 a       132     0     9     1    12
 -6.6456886178334243E-02 a       133     0     9     1    13
 -6.0099636989853364E-02 a       134     0     9     1    14
 -4.1900847175714385E-02 a       135     0     9     1    15
 -8.0636738829555188E-02 a       136     0    10     1     1
 -3.0831051682066596E-02 a       137     0    10     1     2
  1.3736508318313898E-01 a       138     0    10     1     3
  1.7854330238121599E-01 a       139     0    10     1     4
 -1.4397988839857306E-01 a       140     0    10     1     5
 -1.6654026809158207E-01 a       141     0    10     1     6
  1.8951168163360502E-01 a       142     0    10     1     7
  2.5857004061097250E-01 a       143     0    10     1     8
 -1.4624641387025739E-01 a       144     0    10     1     9
  1.7338952729802989E-01 a       145     0    10     1    10
 -6.0840484097683958E-02 a       146     0    10     1    11
  9.8028756952715762E-02 a       147     0    10     1    12
 -1.8073017638922176E-01 a       148     0    10     1    13
  2.2685814649914962E-01 a       149     0    10     1    14
 -2.1438710448345225E-02 a       150     0    10     1    15
  9.4214636161800633E-02 a       151     0    11     1     1
