################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -7.5478287171444183E-02 a         1     0     1     1     1
  1.9137558932633833E-01 a         2     0     1     1     2
  6.2547629270466074E-02 a         3     0     1     1     3
 -8.8962901190318439E-02 a         4     0     1     1     4
  1.8076619888749684E-01 a         5     0     1     1     5
  7.0956984709154181E-02 a         6     0     1     1     6
  1.4893489097726523E-01 a         7     0     1     1     7
  1.7221363547488816E-01 a         8     0     1     1     8
 -2.1277245100866737E-01 a         9     0     1     1     9
  2.0725351011776086E-01 a        10     0     1     1    10
 -1.5246708477546839E-01 a        11     0     1     1    11
 -1.1584905990118047E-01 a        12     0     1     1    12
  1.6780874524168080E-01 a        13     0     1     1    13
 -3.7470933562269999E-02 a        14     0     1     1    14
 -2.1588602321851119E-01 a        15     0     1     1    15
  1.7177054069132269E-01 a        16     0     2     1     1
  2.1099159703232229E-01 a        17     0     2     1     2
  8.5079252904687735E-02 a        18     0     2     1     3
  1.9409965822488345E-01 a        19     0     2     1     4
  1.9854406518616308E-01 a        20     0     2     1     5
 -1.8513844918955932E-01 a        21     0     2     1     6
  6.2271869209051901E-02 a        22     0     2     1     7
 -2.0805962983833959E-01 a        23     0     2     1     8
  1.2492864751682577E-03 a        24     0     2     1     9
  1.9192667282916082E-01 a        25     0     2     1    10
 -1.5969674150005336E-01 a        26     0     2     1    11
  2.2675407964971528E-01 a        27     0     2     1    12
 -8.3155215455968434E-02 a        28     0     2     1    13
  3.3063411688570060E-01 a        29     0     2     1    14
 -1.8103641742154980E-01 a        30     0     2     1    15
 -1.2205823818694166E-02 a        31     0     3     1     1
 -1.4099844906319564E-01 a        32     0     3     1     2
 -2.5070229864846100E-01 a        33     0     3     1     3
  3.3016474337754995E-02 a        34     0     3     1     4
  1.9376947167218420E-01 a        35     0     3     1     5
  2.2170740713025594E-01 a        36     0     3     1     6
  1.0895999040634756E-01 a        37     0     3     1     7
 -2.2812339133934029E-01 a        38     0     3     1     8
  4.9750958979329612E-03 a        39     0     3     1     9
  1.3732075905604260E-01 a        40     0     3     1    10
  7.2140513943424883E-02 a        41     0     3     1    11
 -2.2082163676068325E-01 a        42     0     3     1    12
 -6.3452059562036464E-02 a        43     0     3     1    13
  6.0660886828905001E-03 a        44     0     3     1    14
