################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -8.6496926665071494E-01 a         1     0     1     1     1
  4.4414968076382283E-01 a         2     0     1     1     2
  1.0187480675390830E+00 a         3     0     1     1     3
  1.0383501651673601E+00 a         4     0     1     1     4
  4.6555977011571936E-02 a         5     0     1     1     5
  4.3125567296501194E-01 a         6     0     1     1     6
 -2.3426704299169210E-01 a         7     0     1     1     7
  1.2734717503274826E-01 a         8     0     1     1     8
 -9.3994478017798289E-01 a         9     0     1     1     9
 -1.0159277827176090E+00 a        10     0     1     1    10
  4.9414694088683514E-01 a        11     0     1     1    11
  9.4235534166281010E-01 a        12     0     1     1    12
 -4.9634411618086918E-02 a        13     0     1     1    13
  3.3618291549655921E-01 a        14     0     1     1    14
  1.3238381386893236E-01 a        15     0     1     1    15
 -5.4814818195006865E-01 a        16     0     2     1     1
 -4.0251728451564561E-01 a        17     0     2     1     2
  9.3168927960881553E-01 a        18     0     2     1     3
 -1.0790417261998750E+00 a        19     0     2     1     4
  2.1225154139326010E+00 a        20     0     2     1     5
  1.0623866252428720E+00 a        21     0     2     1     6
  1.1906083149957505E+00 a        22     0     2     1     7
 -9.6572899588021094E-02 a        23     0     2     1     8
  4.9141693236763162E-01 a        24     0     2     1     9
  1.8142959687286386E+00 a        25     0     2     1    10
 -4.2523394224526678E-01 a        26     0     2     1    11
  5.0818520559597768E-01 a        27     0     2     1    12
 -9.9471495481885486E-01 a        28     0     2     1    13
 -1.9326184428803570E+00 a        29     0     2     1    14
  8.8023738793353068E-01 a        30     0     2     1    15
 -3.9988542124836451E-01 a        31     0     3     1     1
  1.4321246524157472E-02 a        32     0     3     1     2
  5.5367202870073362E-01 a        33     0     3     1     3
 -4.5859849609862691E-01 a        34     0     3     1     4
  4.6884589022424600E-01 a        35     0     3     1     5
  9.2123751546084154E-01 a        36     0     3     1     6
  8.8631479293050397E-01 a        37     0     3     1     7
 -9.0650042580930912E-01 a        38     0     3     1     8
  1.2242018624218234E+00 a        39     0     3     1     9
  5.6743975300021832E-01 a        40     0     3     1    10
 -4.9410502911335857E-01 a        41     0     3     1    11
 -6.7246023815171707E-01 a        42     0     3     1    12
 -5.1648254521224923E-01 a        43     0     3     1    13
 -2.4440553725763117E-01 a        44     0     3     1    14
 -7.0750546421361504E-01 a        45     0     3     1    15
 -5.3212404369342825E-01 a        46     0     4     1     1
 -4.0556158381430796E-01 a        47     0     4     1     2
  3.6500201653041497E-01 a        48     0     4     1     3
  4.5163246083258735E-01 a        49     0     4     1     4
 -2.1154063528112910E-01 a        50     0     4     1     5
 -3.0764941248176964E-01 a        51     0     4     1     6
 -3.2116838274466952E-01 a        52     0     4     1     7
  4.5664354603365509E-01 a        53     0     4     1     8
 -3.3868723506504711E-01 a        54     0     4     1     9
 -6.6732614156893655E-01 a        55     0     4     1    10
 -5.8173533538488295E-04 a        56     0     4     1    11
  1.4201611679965173E-01 a        57     0     4     1    12
 -3.8929173919235405E-01 a        58     0     4     1    13
  1.0910349423479582E-01 a        59     0     4     1    14
  7.5104091097495398E-02 a        60     0     4     1    15
 -5.4270689692847485E-01 a        61     0     5     1     1
 -5.6149300988900230E-01 a        62     0     5     1     2
 -5.8914004117549079E-01 a        63     0     5     1     3
  3.0650881217029435E-01 a        64     0     5     1     4
 -6.0971697504808886E-01 a        65     0     5     1     5
 -5.7015622789942622E-01 a        66     0     5     1     6
 -8.6397483493856186E-01 a        67     0     5     1     7
  1.0535486120862399E-01 a        68     0     5     1     8
  7.3837632732037217E-01 a        69     0     5     1     9
 -4.9467819227707799E-01 a        70     0     5     1    10
 -2.6951015943569245E-01 a        71     0     5     1    11
 -7.6392481223340869E-01 a        72     0     5     1    12
 -3.8411965057317587E-02 a        73     0     5     1    13
 -2.7868734099465831E-01 a        74     0     5     1    14
 -3.5047810085348674E-01 a        75     0     5     1    15
 -4.5698843148101298E-02 a        76     0     6     1     1
  3.9438455046352022E-01 a        77     0     6     1     2
 -5.1510445621474743E-01 a        78     0     6     1     3
 -6.6690660633363825E-03 a        79     0     6     1     4
 -9.0515047932941906E-01 a        80     0     6     1     5
  1.2010655912000125E-01 a        81     0     6     1     6
 -8.9309290845372014E-01 a        82     0     6     1     7
  3.0751504315964354E-02 a        83     0     6     1     8
  4.0566866279840558E-01 a        84     0     6     1     9
 -4.8453781089600984E-01 a        85     0     6     1    10
  7.2305802924756402E-01 a        86     0     6     1    11
  1.0727566225921314E-02 a        87     0     6     1    12
  5.9946884750216844E-01 a        88     0     6     1    13
  4.8740854679721296E-01 a        89     0     6     1    14
 -1.3425528217488525E+00 a        90     0     6     1    15
  2.8438134307301527E-01 a        91     0     7     1     1
  7.0504053754576884E-02 a        92     0     7     1     2
  6.2989559251508828E-02 a        93     0     7     1     3
  2.0760069820951471E-01 a        94     0     7     1     4
 -6.0547966847795624E-03 a        95     0     7     1     5
  2.6205800843824884E-01 a        96     0     7     1     6
 -4.3235542432146051E-01 a        97     0     7     1     7
  1.7660867461069871E-01 a        98     0     7     1     8
 -3.9752293716829111E-02 a        99     0     7     1     9
  1.7037602906355387E-01 a       100     0     7     1    10
  2.9716570059509767E-01 a       101     0     7     1    11
  1.2767522276660824E-02 a       102     0     7     1    12
 -1.7085856014182080E-01 a       103     0     7     1    13
  1.1616280788939545E-01 a       104     0     7     1    14
  1.7975349843350219E-01 a       105     0     7     1    15
  3.4443505188721364E-02 a       106     0     8     1     1
  1.0452052224281792E-01 a       107     0     8     1     2
 -1.7974439001042433E-01 a       108     0     8     1     3
 -6.7757340378592448E-02 a       109     0     8     1     4
 -1.5052272031546032E-01 a       110     0     8     1     5
  1.0660090973833103E-01 a       111     0     8     1     6
 -2.0443812718683921E-01 a       112     0     8     1     7
  2.4288444190734931E-01 a       113     0     8     1     8
 -5.7198751058423458E-01 a       114     0     8     1     9
 -4.2888351344973552E-01 a       115     0     8     1    10
  2.2282385602082561E-01 a       116     0     8     1    11
 -6.9660911175092460E-02 a       117     0     8     1    12
  2.9090711948171932E-01 a       118     0     8     1    13
  1.0842602033689309E-01 a       119     0     8     1    14
  3.6067490000434904E-01 a       120     0     8     1    15
  3.5488215048874151E-02 a       121     0     9     1     1
  2.8033517305621353E-01 a       122     0     9     1     2
 -7.7326407070325298E-01 a       123     0     9     1     3
 -1.7593241368636592E-01 a       124     0     9     1     4
  5.4757717206145008E-02 a       125     0     9     1     5
  1.5428946277080349E-01 a       126     0     9     1     6
  6.5171974503645969E-01 a       127     0     9     1     7
  3.8250635546951506E-01 a       128     0     9     1     8
 -4.4604034651987629E-01 a       129     0     9     1     9
 -6.1415212618477844E-01 a       130     0     9     1    10
 -1.2227950599868669E-01 a       131     0     9     1    11
 -2.2560429166298573E-01 a       132     0     9     1    12
  8.6860418016484187E-01 a       133     0     9     1    13
 -1.2467451513825274E+00 a       134     0     9     1    14
 -4.1889210067186750E-01 a       135     0     9     1    15
  9.4165592321771618E-01 a       136     0    10     1     1
 -5.4267031415376010E-01 a       137     0    10     1     2
  4.8819829558373667E-01 a       138     0    10     1     3
 -1.5657186173668430E-01 a       139     0    10     1     4
  5.6392868760079695E-01 a       140     0    10     1     5
 -9.4967079559304646E-01 a       141     0    10     1     6
  2.8370534137600162E-01 a       142     0    10     1     7
 -1.7184918902324525E-01 a       143     0    10     1     8
 -9.3429845880119888E-01 a       144     0    10     1     9
 -2.2841842046554423E-01 a       145     0    10     1    10
  2.1836792388099149E-01 a       146     0    10     1    11
 -6.1194450839781511E-01 a       147     0    10     1    12
  6.6400526644467073E-01 a       148     0    10     1    13
  1.4511524766029507E+00 a       149     0    10     1    14
  7.6074091840110003E-01 a       150     0    10     1    15
  1.8749438918271316E-01 a       151     0    11     1     1
  3.7400414448024094E-01 a       152     0    11     1     2
 -2.3626121668653671E-01 a       153     0    11     1     3
  1.3597048547815438E-01 a       154     0    11     1     4
 -2.9279581324635695E-01 a       155     0    11     1     5
 -7.6201090585329301E-01 a       156     0    11     1     6
 -4.3295873847554561E-01 a       157     0    11     1     7
 -2.1145029672728016E-01 a       158     0    11     1     8
  3.1822609833219168E-01 a       159     0    11     1     9
  6.9315541981535611E-01 a       160     0    11     1    10
 -2.9672860981978119E-02 a       161     0    11     1    11
  4.4563571557416282E-01 a       162     0    11     1    12
 -5.8215016026404642E-01 a       163     0    11     1    13
 -4.7006261906864952E-02 a       164     0    11     1    14
 -7.0863647982384104E-01 a       165     0    11     1    15
  3.9820213682171718E-01 a       166     0    12     1     1
 -6.0063075723733907E-02 a       167     0    12     1     2
 -7.6518331997173422E-02 a       168     0    12     1     3
 -3.5751571520786590E-01 a       169     0    12     1     4
 -2.0407710111429345E-01 a       170     0    12     1     5
 -4.8272148124901254E-01 a       171     0    12     1     6
 -4.1808718652392440E-01 a       172     0    12     1     7
 -6.2120346558410970E-02 a       173     0    12     1     8
  8.1583132359196966E-02 a       174     0    12     1     9
 -2.7274821730591986E-01 a       175     0    12     1    10
 -1.6974281775735792E-01 a       176     0    12     1    11
 -8.5710594543330861E-04 a       177     0    12     1    12
  6.4998063804126416E-01 a       178     0    12     1    13
 -1.6997824807842100E-02 a       179     0    12     1    14
  3.9000127203806628E-01 a       180     0    12     1    15
  1.1155014809636477E-01 a       181     0    13     1     1
 -9.4352806677333312E-02 a       182     0    13     1     2
  1.9339768003658189E-01 a       183     0    13     1     3
