################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.6178365504757578E-01 a         1     0     1     1     1
  8.5692209248593734E-02 a         2     0     1     1     2
 -1.4512272743139154E+00 a         3     0     1     1     3
 -5.9595204347282393E-01 a         4     0     1     1     4
 -1.7679986889993557E+00 a         5     0     1     1     5
  1.1540053731925441E+00 a         6     0     1     1     6
  1.0820297214302219E+00 a         7     0     1     1     7
 -4.2200940326713998E-01 a         8     0     1     1     8
 -6.1583972181370958E-04 a         9     0     1     1     9
  7.6849112309292067E-01 a        10     0     1     1    10
 -2.8722547634129264E-01 a        11     0     1     1    11
 -5.3427409861768110E-02 a        12     0     1     1    12
  3.7499036432147204E-01 a        13     0     1     1    13
  5.8992484098010767E-01 a        14     0     1     1    14
  3.0242841245150437E-01 a        15     0     1     1    15
  1.8830770295145391E-01 a        16     0     2     1     1
  9.5427012820734680E-02 a        17     0     2     1     2
  1.0035491299408001E+00 a        18     0     2     1     3
  3.1160025839900868E-01 a        19     0     2     1     4
  5.2187865938661915E-01 a        20     0     2     1     5
 -1.0706314886488024E+00 a        21     0     2     1     6
 -9.7520629190879244E-03 a        22     0     2     1     7
  3.6902325638873462E-01 a        23     0     2     1     8
 -9.4170967294352429E-03 a        24     0     2     1     9
 -2.2761853470019262E+00 a        25     0     2     1    10
 -3.4774404217573607E-01 a        26     0     2     1    11
  7.6637284073608647E-01 a        27     0     2     1    12
 -1.0911307657799720E+00 a        28     0     2     1    13
 -3.1110645164145889E-01 a        29     0     2     1    14
 -1.4638018784439971E-01 a        30     0     2     1    15
  1.0166075524411935E+00 a        31     0     3     1     1
 -4.2923056330259685E-01 a        32     0     3     1     2
  3.5955326677490768E-01 a        33     0     3     1     3
 -2.9583426582757716E-01 a        34     0     3     1     4
  1.4117052151351022E+00 a        35     0     3     1     5
 -8.6423359169952818E-01 a        36     0     3     1     6
 -3.2757875554813486E-02 a        37     0     3     1     7
  2.5631748660472152E-02 a        38     0     3     1     8
 -1.4257961216872214E-01 a        39     0     3     1     9
 -1.0543484585983864E+00 a        40     0     3     1    10
  6.1109363704645470E-01 a        41     0     3     1    11
  3.2612969378855899E-01 a        42     0     3     1    12
 -5.7901779684709354E-01 a        43     0     3     1    13
 -5.7330893749193934E-01 a        44     0     3     1    14
 -2.6671818438232350E-02 a        45     0     3     1    15
 -1.2591658034257899E-01 a        46     0     4     1     1
 -2.1313110624188013E-02 a        47     0     4     1     2
 -7.5776629805209428E-01 a        48     0     4     1     3
  2.2783858637453075E-01 a        49     0     4     1     4
 -3.9790744751962143E-01 a        50     0     4     1     5
  5.5718830969837352E-01 a        51     0     4     1     6
 -8.4364136493056990E-02 a        52     0     4     1     7
  9.7707327439221670E-02 a        53     0     4     1     8
  2.0355663375140967E-01 a        54     0     4     1     9
  5.2219613916267060E-02 a        55     0     4     1    10
 -3.2835822225591882E-01 a        56     0     4     1    11
  3.6499911976364591E-01 a        57     0     4     1    12
  1.6071285331685178E-01 a        58     0     4     1    13
  1.6070037165226325E-01 a        59     0     4     1    14
 -3.2061342842899376E-01 a        60     0     4     1    15
 -4.8256322914321986E-01 a        61     0     5     1     1
  2.2075384883872992E-01 a        62     0     5     1     2
  4.7355110026961117E-01 a        63     0     5     1     3
