################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  9.2650662940496775E-01 a         1     0     1     1     1
 -2.6991270899030913E-02 a         2     0     1     1     2
  2.6217480772755799E+00 a         3     0     1     1     3
 -8.2603146356273782E-01 a         4     0     1     1     4
  5.4035362208356374E-01 a         5     0     1     1     5
 -1.0502257164229063E+00 a         6     0     1     1     6
  7.7432072449915457E-01 a         7     0     1     1     7
 -1.7477200725047641E+00 a         8     0     1     1     8
  1.8976620995854213E-01 a         9     0     1     1     9
 -1.2985674115932855E+00 a        10     0     1     1    10
  4.9593855639105422E-01 a        11     0     1     1    11
 -3.2099654813695777E-01 a        12     0     1     1    12
  1.5158078710392831E-01 a        13     0     1     1    13
 -2.9632054517764574E+00 a        14     0     1     1    14
 -2.2770584711962000E-01 a        15     0     1     1    15
  7.6109555162612996E-01 a        16     0     2     1     1
  6.3048646787345661E-02 a        17     0     2     1     2
  4.7137850285159960E-01 a        18     0     2     1     3
 -5.1408247855455634E-02 a        19     0     2     1     4
  2.0898188634341987E-02 a        20     0     2     1     5
  4.3987133340418444E-01 a        21     0     2     1     6
  1.3796003324186235E+00 a        22     0     2     1     7
 -6.1168410503140525E-01 a        23     0     2     1     8
  3.8365772905875217E-01 a        24     0     2     1     9
 -1.3848372904556082E-02 a        25     0     2     1    10
  1.7937648537458539E-01 a        26     0     2     1    11
  3.0026922506574034E-02 a        27     0     2     1    12
  3.6285373945351002E-01 a        28     0     2     1    13
 -5.0385620981092161E-01 a        29     0     2     1    14
  7.2897599881286634E-02 a        30     0     2     1    15
  1.0421222827489607E+00 a        31     0     3     1     1
  4.8065537358521759E-03 a        32     0     3     1     2
  3.2064746565102287E-01 a        33     0     3     1     3
 -4.0093880086051686E-01 a        34     0     3     1     4
 -7.4999663060320035E-02 a        35     0     3     1     5
 -5.2205766022181757E-02 a        36     0     3     1     6
 -2.5092191407293567E-02 a        37     0     3     1     7
 -1.3707429279026684E-01 a        38     0     3     1     8
  1.8883439187769474E-01 a        39     0     3     1     9
 -2.0833495509921937E-01 a        40     0     3     1    10
  5.5377340410672860E-01 a        41     0     3     1    11
 -2.9273912331885432E-01 a        42     0     3     1    12
 -3.4647107453206116E-01 a        43     0     3     1    13
 -4.2582193050120215E-01 a        44     0     3     1    14
 -6.5788116576621494E-02 a        45     0     3     1    15
  7.4960207423747627E-01 a        46     0     4     1     1
  6.0808767193338900E-02 a        47     0     4     1     2
 -1.4979219147225296E+00 a        48     0     4     1     3
  8.5503356791149465E-01 a        49     0     4     1     4
 -8.8184133765981565E-01 a        50     0     4     1     5
  6.6375941492160906E-01 a        51     0     4     1     6
  7.5072712425881774E-02 a        52     0     4     1     7
  7.2539586187440985E-01 a        53     0     4     1     8
  1.3653932957006684E-01 a        54     0     4     1     9
  1.1336155676846140E+00 a        55     0     4     1    10
  3.3191779551980399E-01 a        56     0     4     1    11
  2.4347776436352492E-01 a        57     0     4     1    12
 -1.6105658191916400E-01 a        58     0     4     1    13
  1.2716874693549842E+00 a        59     0     4     1    14
 -2.3046951236540394E-02 a        60     0     4     1    15
  9.8669554549332281E-02 a        61     0     5     1     1
  4.6838255410540292E-01 a        62     0     5     1     2
 -7.3867108255270064E-01 a        63     0     5     1     3
  1.4306381913116741E+00 a        64     0     5     1     4
  6.3849515511256327E-01 a        65     0     5     1     5
 -1.1490751999203248E+00 a        66     0     5     1     6
 -2.1557935537718982E+00 a        67     0     5     1     7
  9.8684154494275633E-01 a        68     0     5     1     8
 -5.4285213393374465E-01 a        69     0     5     1     9
 -3.5975631947272801E-01 a        70     0     5     1    10
  1.7609475502398841E-01 a        71     0     5     1    11
  2.8343383557886342E-01 a        72     0     5     1    12
  1.0160485774661685E+00 a        73     0     5     1    13
  1.8535967713206916E+00 a        74     0     5     1    14
  1.2915871779065635E+00 a        75     0     5     1    15
  2.1269742378907608E-01 a        76     0     6     1     1
  1.1267131343176609E-01 a        77     0     6     1     2
 -3.0550381870028009E-01 a        78     0     6     1     3
