################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.0604154584121660E-01 a         1     0     1     1     1
  1.6617363147545364E-01 a         2     0     1     1     2
 -1.6870910244937018E-02 a         3     0     1     1     3
  1.7883788706077108E-01 a         4     0     1     1     4
 -1.2212719789127695E-01 a         5     0     1     1     5
  1.3900664490141038E-01 a         6     0     1     1     6
 -1.4677283540773967E-01 a         7     0     1     1     7
 -2.6621144328379509E-01 a         8     0     1     1     8
  2.2351306208573915E-01 a         9     0     1     1     9
  4.5405986354128902E-01 a        10     0     1     1    10
  6.6740766924023365E-02 a        11     0     2     1     1
  4.5990687666898539E-01 a        12     0     2     1     2
  1.3285761601880469E-01 a        13     0     2     1     3
 -2.5649754310416878E-01 a        14     0     2     1     4
 -1.7288835438624089E-01 a        15     0     2     1     5
  1.0888928368899995E-02 a        16     0     2     1     6
  2.4641060827747305E-01 a        17     0     2     1     7
  2.2449586843473501E-01 a        18     0     2     1     8
  1.9751449487954811E-01 a        19     0     2     1     9
 -1.5000629520832970E-01 a        20     0     2     1    10
  2.1331432922103954E-01 a        21     0     3     1     1
  1.3570011458992814E-01 a        22     0     3     1     2
 -1.6347188389190723E-01 a        23     0     3     1     3
 -1.4647690424983431E-01 a        24     0     3     1     4
  1.2637715485467524E-01 a        25     0     3     1     5
 -3.9196765112746543E-02 a        26     0     3     1     6
 -2.2239656882968714E-01 a        27     0     3     1     7
 -6.2205871672130375E-01 a        28     0     3     1     8
 -8.4832342575356767E-02 a        29     0     3     1     9
  2.1338748592898368E-03 a        30     0     3     1    10
  1.5898727923856357E-01 a        31     0     4     1     1
 -7.1833712233293476E-02 a        32     0     4     1     2
 -2.6286787627348585E-01 a        33     0     4     1     3
  2.3093875691568166E-01 a        34     0     4     1     4
 -2.6945818509457420E-01 a        35     0     4     1     5
 -2.0281126961473372E-01 a        36     0     4     1     6
  5.9909823459133003E-02 a        37     0     4     1     7
  3.7715100634268937E-02 a        38     0     4     1     8
  1.5358286205913188E-01 a        39     0     4     1     9
  4.4271874171132158E-01 a        40     0     4     1    10
 -2.1287885647332339E-01 a        41     0     5     1     1
 -2.8836000764513353E-01 a        42     0     5     1     2
 -3.7792243381178559E-01 a        43     0     5     1     3
  4.8065892701939367E-01 a        44     0     5     1     4
  3.6027340583253836E-01 a        45     0     5     1     5
  2.7579176177019482E-01 a        46     0     5     1     6
  1.2240767172513226E-01 a        47     0     5     1     7
  4.2444263668038962E-01 a        48     0     5     1     8
 -2.5565868845306128E-01 a        49     0     5     1     9
 -1.3607739112282033E-01 a        50     0     5     1    10
  1.8264191257049600E-01 a        51     0     6     1     1
 -1.2295669129524041E-01 a        52     0     6     1     2
  3.7615759264452792E-01 a        53     0     6     1     3
  1.6376551785281201E-02 a        54     0     6     1     4
  8.3185023280130596E-02 a        55     0     6     1     5
 -8.0857915715751738E-02 a        56     0     6     1     6
 -5.6069496186308132E-02 a        57     0     6     1     7
 -1.2169402716669386E-01 a        58     0     6     1     8
  2.5438631746154310E-03 a        59     0     6     1     9
  1.0477645958920781E-01 a        60     0     6     1    10
 -2.9931346452573770E-01 a        61     0     7     1     1
 -1.4094517761237579E-01 a        62     0     7     1     2
  2.0862330975408980E-01 a        63     0     7     1     3
  4.5512603870373383E-02 a        64     0     7     1     4
 -3.5557485637572600E-01 a        65     0     7     1     5
  4.5408109466040104E-02 a        66     0     7     1     6
 -1.9576526053126131E-01 a        67     0     7     1     7
 -6.5691437256470031E-02 a        68     0     7     1     8
  3.3339323774631530E-01 a        69     0     7     1     9
  1.2641058508184050E-01 a        70     0     7     1    10
  2.7137691977455462E-02 a        71     0     8     1     1
 -8.1832509946674598E-02 a        72     0     8     1     2
  2.0617118852014976E-01 a        73     0     8     1     3
  7.2316269393044752E-02 a        74     0     8     1     4
  1.1450708493215825E-01 a        75     0     8     1     5
  5.4857450074677537E-02 a        76     0     8     1     6
  1.0999682527585293E-01 a        77     0     8     1     7
 -1.5806893716801079E-01 a        78     0     8     1     8
  1.2778149605436817E-01 a        79     0     8     1     9
  3.3795980425468153E-01 a        80     0     8     1    10
  2.0546211467379127E-02 a        81     0     9     1     1
  4.2666680910776883E-01 a        82     0     9     1     2
 -2.1399006961908898E-01 a        83     0     9     1     3
  1.6653313825604152E-01 a        84     0     9     1     4
  3.5017220309451347E-01 a        85     0     9     1     5
  5.0777007337839838E-02 a        86     0     9     1     6
 -1.4314592118119263E-01 a        87     0     9     1     7
  1.0068842497714485E-01 a        88     0     9     1     8
 -3.4981934411273015E-02 a        89     0     9     1     9
 -2.3507726073583889E-03 a        90     0     9     1    10
 -2.1393557673558151E-02 a        91     0    10     1     1
 -1.5689770071787640E-01 a        92     0    10     1     2
 -1.0808406584574354E-01 a        93     0    10     1     3
 -1.3950019469305447E-01 a        94     0    10     1     4
  2.0030433202028955E-01 a        95     0    10     1     5
  7.8534209767652005E-02 a        96     0    10     1     6
 -3.1856825703638331E-01 a        97     0    10     1     7
  4.1394468863741962E-01 a        98     0    10     1     8
  5.9111671220813053E-02 a        99     0    10     1     9
 -2.6924015631517906E-01 a       100     0    10     1    10
 -6.0744765666624692E-02 a       101     0    11     1     1
 -1.7090147396971173E-01 a       102     0    11     1     2
 -2.6142761663152647E-01 a       103     0    11     1     3
  1.6074201076290190E-01 a       104     0    11     1     4
  1.9166513946070238E-01 a       105     0    11     1     5
  3.9437039046815447E-02 a       106     0    11     1     6
 -1.2702692327969692E-01 a       107     0    11     1     7
  2.2027616557225338E-01 a       108     0    11     1     8
 -6.2373659812513797E-02 a       109     0    11     1     9
  2.8636230941062840E-01 a       110     0    11     1    10
  8.6315956456430545E-02 a       111     0    12     1     1
 -3.0354505535859076E-02 a       112     0    12     1     2
  3.0790363188687947E-01 a       113     0    12     1     3
 -1.4572667843913076E-01 a       114     0    12     1     4
  3.4078687175944072E-01 a       115     0    12     1     5
 -9.9778117906801467E-02 a       116     0    12     1     6
  1.4226899025893455E-01 a       117     0    12     1     7
 -1.6162551024892077E-01 a       118     0    12     1     8
 -4.5629878623062237E-01 a       119     0    12     1     9
 -1.9569473075374194E-01 a       120     0    12     1    10
  2.3078200775568489E-01 a       121     0    13     1     1
 -2.0162544773858060E-01 a       122     0    13     1     2
 -1.0576873620915536E-01 a       123     0    13     1     3
  1.6391486396999815E-02 a       124     0    13     1     4
  2.3948529946926356E-02 a       125     0    13     1     5
 -4.8873083447300687E-02 a       126     0    13     1     6
  5.2126320535509953E-02 a       127     0    13     1     7
 -4.8452617482039273E-01 a       128     0    13     1     8
 -1.5006521671858222E-01 a       129     0    13     1     9
 -3.7487949217522226E-01 a       130     0    13     1    10
  9.7379362188486598E-02 a       131     0    14     1     1
  3.4930703516963840E-02 a       132     0    14     1     2
  3.2847841935996241E-01 a       133     0    14     1     3
 -1.8018915177157277E-01 a       134     0    14     1     4
 -3.0026762966760845E-01 a       135     0    14     1     5
 -1.9297009983982613E-01 a       136     0    14     1     6
  1.1915377514818838E-01 a       137     0    14     1     7
  4.1245330316421253E-01 a       138     0    14     1     8
 -1.0490033158018050E-01 a       139     0    14     1     9
  1.8182865326616660E-01 a       140     0    14     1    10
  2.8708078773853396E-01 a       141     0    15     1     1
 -1.3540045105876330E-01 a       142     0    15     1     2
  4.5371437722904007E-01 a       143     0    15     1     3
 -7.1516086235014098E-02 a       144     0    15     1     4
 -3.4140018403621863E-01 a       145     0    15     1     5
  3.3088487185920043E-02 a       146     0    15     1     6
  3.3646567899753221E-01 a       147     0    15     1     7
 -4.9820376234390107E-01 a       148     0    15     1     8
  3.4601717649685793E-01 a       149     0    15     1     9
 -1.1475375668259670E-01 a       150     0    15     1    10
  2.7236914914623567E-01 a       151     0    16     1     1
 -3.9195939426188464E-01 a       152     0    16     1     2
  2.6102183621081165E-01 a       153     0    16     1     3
  5.4448984808639578E-01 a       154     0    16     1     4
 -1.3783787089263175E-01 a       155     0    16     1     5
 -5.3970959639108185E-01 a       156     0    16     1     6
 -9.5574582054951344E-03 a       157     0    16     1     7
  2.4194209296947791E-01 a       158     0    16     1     8
 -9.2126120147795088E-02 a       159     0    16     1     9
 -2.6933222073654395E-01 a       160     0    16     1    10
 -1.1330826582681691E-01 a       161     0    17     1     1
  1.7607484819554861E-01 a       162     0    17     1     2
 -7.0239357352496007E-02 a       163     0    17     1     3
  6.8827956461380221E-02 a       164     0    17     1     4
  2.0190449084614628E-01 a       165     0    17     1     5
  5.5682449463464699E-02 a       166     0    17     1     6
  1.6201375101470822E-01 a       167     0    17     1     7
  1.8341858827834934E-01 a       168     0    17     1     8
  1.6409169357504369E-01 a       169     0    17     1     9
  7.4522525225846348E-02 a       170     0    17     1    10
  4.3382578194680638E-02 a       171     0    18     1     1
 -3.5465154730688264E-01 a       172     0    18     1     2
 -2.8749400289451083E-01 a       173     0    18     1     3
 -2.6111343151193783E-01 a       174     0    18     1     4
  4.4378866064651823E-01 a       175     0    18     1     5
  1.3218138660756198E-01 a       176     0    18     1     6
 -5.2467111169365407E-02 a       177     0    18     1     7
 -1.1114402465177989E-01 a       178     0    18     1     8
 -2.1987092853609794E-01 a       179     0    18     1     9
  2.0490969959513872E-01 a       180     0    18     1    10
  3.1365768993046445E-01 a       181     0    19     1     1
 -3.0480796021856593E-01 a       182     0    19     1     2
  2.8876776436102469E-01 a       183     0    19     1     3
 -3.6348198363596607E-01 a       184     0    19     1     4
  3.2760538465765598E-03 a       185     0    19     1     5
  3.5166112598413917E-03 a       186     0    19     1     6
 -2.5014056539769908E-01 a       187     0    19     1     7
 -3.0535601790150343E-02 a       188     0    19     1     8
  1.2459056894345787E-03 a       189     0    19     1     9
  1.8115298098187615E-01 a       190     0    19     1    10
 -4.0567320787223549E-01 a       191     0    20     1     1
  3.3741398618824213E-02 a       192     0    20     1     2
 -1.5786759162114786E-01 a       193     0    20     1     3
 -2.3068688553119540E-01 a       194     0    20     1     4
  2.5157000192275730E-01 a       195     0    20     1     5
  2.3548421873685502E-01 a       196     0    20     1     6
  3.9472911456466331E-01 a       197     0    20     1     7
 -7.2483639442395111E-03 a       198     0    20     1     8
  3.2282175936237900E-01 a       199     0    20     1     9
 -4.3015204484818537E-01 a       200     0    20     1    10
 -2.5289707896771296E-01 a       201     0    21     1     1
 -2.9451209125789812E-01 a       202     0    21     1     2
  1.0656667193168219E-01 a       203     0    21     1     3
  6.4862877269722424E-02 a       204     0    21     1     4
 -3.8688632395009687E-01 a       205     0    21     1     5
 -1.5444422235239338E-01 a       206     0    21     1     6
 -4.8622690597843982E-01 a       207     0    21     1     7
  1.3992110369386634E-01 a       208     0    21     1     8
 -3.8545705222568799E-01 a       209     0    21     1     9
  1.3764775246708322E-01 a       210     0    21     1    10
 -1.6248628208175392E-01 a       211     0    22     1     1
 -3.3036890141011288E-01 a       212     0    22     1     2
  4.8707905958060377E-01 a       213     0    22     1     3
  3.2323790173121203E-01 a       214     0    22     1     4
  1.3860539786494461E-01 a       215     0    22     1     5
 -2.8112640333407855E-02 a       216     0    22     1     6
 -1.9162934592931671E-01 a       217     0    22     1     7
  2.0505897330213829E-01 a       218     0    22     1     8
 -6.9514092683418571E-02 a       219     0    22     1     9
 -2.1843856451546895E-01 a       220     0    22     1    10
 -9.6216374399423932E-02 a       221     0    23     1     1
  2.2506917385678282E-01 a       222     0    23     1     2
 -1.9652944231448394E-01 a       223     0    23     1     3
  3.3149932067025278E-01 a       224     0    23     1     4
  1.6959611144204509E-01 a       225     0    23     1     5
  1.6331028664271610E-01 a       226     0    23     1     6
  1.6650324756376758E-01 a       227     0    23     1     7
  1.7878725362186024E-01 a       228     0    23     1     8
  1.0133464431703945E-01 a       229     0    23     1     9
 -3.9615540394576093E-01 a       230     0    23     1    10
 -4.5345346182873153E-01 a       231     0    24     1     1
  3.1298659115554428E-01 a       232     0    24     1     2
  2.8676969693250054E-01 a       233     0    24     1     3
 -2.3601285129040234E-01 a       234     0    24     1     4
 -1.6245159417495478E-01 a       235     0    24     1     5
  4.2674460570233069E-01 a       236     0    24     1     6
 -3.7352405097909974E-01 a       237     0    24     1     7
 -3.9809404807604992E-01 a       238     0    24     1     8
  3.5127580996318769E-03 a       239     0    24     1     9
 -1.7418671508393033E-01 a       240     0    24     1    10
  2.4772198346015462E-01 a       241     0    25     1     1
 -9.6133687593259048E-02 a       242     0    25     1     2
  2.8503421671202472E-01 a       243     0    25     1     3
  3.6580045567468786E-02 a       244     0    25     1     4
 -2.2931379822785139E-01 a       245     0    25     1     5
  1.1010518912086618E-01 a       246     0    25     1     6
 -2.0668882723786117E-02 a       247     0    25     1     7
