################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.4405671042810766E-01 a         1     0     1     1     1
  5.2461828356881873E-02 a         2     0     1     1     2
  1.6604875965835403E-02 a         3     0     1     1     3
  1.3757128974363794E-01 a         4     0     1     1     4
 -1.2111694279177679E-01 a         5     0     1     1     5
 -1.1396327691125319E-01 a         6     0     1     1     6
  2.3670051450842234E-03 a         7     0     1     1     7
 -2.6409600869850414E-01 a         8     0     1     1     8
  1.8347869696630251E-01 a         9     0     1     1     9
  1.8722098017116687E-01 a        10     0     1     1    10
  2.1378166612490207E-01 a        11     0     1     1    11
 -1.4957038259138528E-01 a        12     0     1     1    12
 -2.1639316229745870E-01 a        13     0     1     1    13
  9.4356670657355410E-02 a        14     0     1     1    14
  2.6060169619943002E-01 a        15     0     1     1    15
  6.1896103472029368E-02 a        16     0     2     1     1
  1.0883157138029036E-01 a        17     0     2     1     2
 -5.8331816330639212E-02 a        18     0     2     1     3
  5.7467305093029291E-03 a        19     0     2     1     4
 -8.0634354631316407E-02 a        20     0     2     1     5
 -1.2718799551696505E-01 a        21     0     2     1     6
  1.8542219074706934E-01 a        22     0     2     1     7
 -2.3070561566195785E-01 a        23     0     2     1     8
 -2.1788891128919800E-02 a        24     0     2     1     9
  1.2420494966904558E-01 a        25     0     2     1    10
 -1.5448689061342211E-01 a        26     0     2     1    11
  4.1796864087704076E-02 a        27     0     2     1    12
  2.3837269383069778E-01 a        28     0     2     1    13
 -2.7850611373373541E-01 a        29     0     2     1    14
  2.2082907093014500E-01 a        30     0     2     1    15
  8.2255625033608726E-02 a        31     0     3     1     1
  1.0659201992689719E-02 a        32     0     3     1     2
  1.3832529766299448E-01 a        33     0     3     1     3
 -2.1596078407718541E-01 a        34     0     3     1     4
  4.9693164139538115E-02 a        35     0     3     1     5
  2.2795400868517005E-01 a        36     0     3     1     6
 -2.8415641872662289E-01 a        37     0     3     1     7
  2.8175339022906615E-01 a        38     0     3     1     8
  1.1291154181986671E-01 a        39     0     3     1     9
 -1.5064036784459112E-01 a        40     0     3     1    10
  9.5384117254722220E-02 a        41     0     3     1    11
 -4.9301202429708001E-02 a        42     0     3     1    12
 -8.0336639141662405E-02 a        43     0     3     1    13
  4.5298313487073097E-02 a        44     0     3     1    14
  1.8068873996085361E-01 a        45     0     3     1    15
 -3.4931725008967782E-02 a        46     0     4     1     1
 -1.2550056245307251E-01 a        47     0     4     1     2
  1.7475788497044237E-01 a        48     0     4     1     3
  2.4621297832057826E-02 a        49     0     4     1     4
