################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -9.4893015999529873E-02 a         1     0     1     1     1
  1.1455355081008455E-01 a         2     0     1     1     2
 -6.0477666430662588E-02 a         3     0     1     1     3
  2.1412250482910211E-01 a         4     0     1     1     4
 -2.7947389066115436E-02 a         5     0     1     1     5
  2.0559942593851163E-01 a         6     0     1     1     6
  2.6034302655519920E-01 a         7     0     1     1     7
 -2.9167819151347568E-01 a         8     0     1     1     8
 -2.0273318453233891E-01 a         9     0     1     1     9
  1.5352533815245595E-01 a        10     0     1     1    10
 -8.6281783393484787E-02 a        11     0     1     1    11
 -1.8218697733431002E-01 a        12     0     1     1    12
 -2.3794651558964830E-01 a        13     0     1     1    13
 -5.4113939522664731E-02 a        14     0     1     1    14
  2.7695289380442228E-01 a        15     0     1     1    15
 -5.4607620264981040E-02 a        16     0     2     1     1
 -1.3499487059773879E-01 a        17     0     2     1     2
 -6.6560428242344968E-02 a        18     0     2     1     3
 -6.6517516942955435E-02 a        19     0     2     1     4
  3.6022053289419764E-02 a        20     0     2     1     5
  2.8809261134830944E-01 a        21     0     2     1     6
  1.3400902811168200E-01 a        22     0     2     1     7
 -8.7284558008383813E-03 a        23     0     2     1     8
 -1.9372740046707340E-01 a        24     0     2     1     9
  8.6206007026336767E-02 a        25     0     2     1    10
 -1.6418681394699913E-01 a        26     0     2     1    11
 -1.4551525387035213E-01 a        27     0     2     1    12
  1.6822559283341570E-02 a        28     0     2     1    13
  4.5380485538010140E-03 a        29     0     2     1    14
 -3.4650084997563435E-01 a        30     0     2     1    15
 -3.0788271832806546E-05 a        31     0     3     1     1
  1.8226228979451331E-01 a        32     0     3     1     2
 -2.6914631716861359E-01 a        33     0     3     1     3
  1.2115614071072202E-01 a        34     0     3     1     4
  1.0103720623891230E-01 a        35     0     3     1     5
 -1.2203182475572996E-02 a        36     0     3     1     6
  9.2744592661773997E-02 a        37     0     3     1     7
  1.0422635665765093E-01 a        38     0     3     1     8
  3.4119690553145166E-01 a        39     0     3     1     9
  9.0252195068562219E-02 a        40     0     3     1    10
  2.3214394987708808E-01 a        41     0     3     1    11
  4.2695846251292094E-02 a        42     0     3     1    12
  5.2817065131803002E-02 a        43     0     3     1    13
 -1.6000390997489275E-01 a        44     0     3     1    14
  8.3246626035423987E-02 a        45     0     3     1    15
  3.1434742966801138E-01 a        46     0     4     1     1
