################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -8.9727849061400289E-01 a         1     0     1     1     1
  5.1456964724322873E-01 a         2     0     1     1     2
 -2.4569633696397775E-01 a         3     0     1     1     3
  5.9653859838840706E-01 a         4     0     1     1     4
 -8.5652099501470036E-01 a         5     0     1     1     5
 -3.3645773766230458E-01 a         6     0     1     1     6
  5.5823627468809034E-01 a         7     0     1     1     7
  4.6605174398195853E-01 a         8     0     1     1     8
  9.1911483993860499E-01 a         9     0     1     1     9
 -1.3665033869820453E+00 a        10     0     1     1    10
 -8.9090608582776024E-02 a        11     0     1     1    11
 -9.8476586666188737E-01 a        12     0     1     1    12
 -1.1295214623193550E+00 a        13     0     1     1    13
  5.4457808209221659E-01 a        14     0     1     1    14
 -8.1476904978053166E-01 a        15     0     1     1    15
  2.5907930905298743E-01 a        16     0     2     1     1
 -1.0999157919379645E+00 a        17     0     2     1     2
 -2.5566461420386982E-01 a        18     0     2     1     3
 -1.0718556233649676E+00 a        19     0     2     1     4
  9.6266298249201909E-01 a        20     0     2     1     5
  7.3965626181607080E-01 a        21     0     2     1     6
  2.1329430333854388E-02 a        22     0     2     1     7
  9.0800624149340953E-02 a        23     0     2     1     8
 -1.7865380970536244E+00 a        24     0     2     1     9
  3.1706362250521584E-02 a        25     0     2     1    10
 -1.8766197809708290E-01 a        26     0     2     1    11
  1.1000207461915013E+00 a        27     0     2     1    12
 -9.1409320253597104E-02 a        28     0     2     1    13
 -1.2378213377106464E+00 a        29     0     2     1    14
  4.9845766394762736E-01 a        30     0     2     1    15
  3.9051816116693572E-01 a        31     0     3     1     1
 -1.8470065924058404E-01 a        32     0     3     1     2
  5.2460364782811041E-02 a        33     0     3     1     3
 -6.3205389241735632E-02 a        34     0     3     1     4
  5.9743704502008244E-01 a        35     0     3     1     5
  8.0047045070065170E-01 a        36     0     3     1     6
  5.7592544088863695E-01 a        37     0     3     1     7
 -7.6826668765819628E-01 a        38     0     3     1     8
 -7.1452701566691446E-01 a        39     0     3     1     9
  6.5551451289043619E-02 a        40     0     3     1    10
  2.5408435842828386E-01 a        41     0     3     1    11
  1.1380361368284189E+00 a        42     0     3     1    12
  1.1078969632918706E-01 a        43     0     3     1    13
 -7.8229396022841469E-01 a        44     0     3     1    14
  1.6606042180628294E-01 a        45     0     3     1    15
  8.5066773187861440E-03 a        46     0     4     1     1
 -1.8079430773734118E-01 a        47     0     4     1     2
 -3.1593848778112932E-01 a        48     0     4     1     3
  1.9477844238095534E-02 a        49     0     4     1     4
  1.1708595650287876E-01 a        50     0     4     1     5
 -6.1438486654555180E-01 a        51     0     4     1     6
 -2.9910323487329654E-01 a        52     0     4     1     7
  5.5847664136886499E-01 a        53     0     4     1     8
 -2.3617918898975304E-01 a        54     0     4     1     9
  2.8356867177794381E-01 a        55     0     4     1    10
 -2.5250810304848711E-02 a        56     0     4     1    11
  9.3924117404386748E-02 a        57     0     4     1    12
 -2.0511854281366146E-01 a        58     0     4     1    13
  1.3380196314231441E-01 a        59     0     4     1    14
 -4.2983790083406931E-01 a        60     0     4     1    15
  1.9848195286232242E-01 a        61     0     5     1     1
 -1.0004946831188717E-01 a        62     0     5     1     2
 -3.9977215648170089E-01 a        63     0     5     1     3
  4.6288904413365439E-01 a        64     0     5     1     4
  9.6668599640929248E-02 a        65     0     5     1     5
 -6.5841420017047500E-02 a        66     0     5     1     6
 -2.1387245785440556E-01 a        67     0     5     1     7
 -3.9815634560143931E-01 a        68     0     5     1     8
 -1.5307664028978349E-01 a        69     0     5     1     9
 -3.8241147208178605E-01 a        70     0     5     1    10
  3.1322940204969124E-01 a        71     0     5     1    11
  3.1222530214969890E-01 a        72     0     5     1    12
 -8.8172925426662038E-02 a        73     0     5     1    13
 -6.3138693547930475E-02 a        74     0     5     1    14
  4.2841622343512660E-03 a        75     0     5     1    15
