LAMMPS data file via write_data, version 5 Jun 2019, timestep = 1020000

744 atoms
3 atom types

0.0000000000000000e+00 1.3161440743621954e+01 xlo xhi
0.0000000000000000e+00 8.9076089999999990e+00 ylo yhi
0.0000000000000000e+00 6.2846800000000002e+01 zlo zhi

Masses

1 1
2 16
3 47.86

Atoms # atomic

303 2 3.6891789878344574e+00 1.8419539556735514e+00 1.1838639921147316e+00 1 1 0
191 2 2.3607976060216451e+00 3.3638832528958869e+00 3.2599426908787628e+00 1 0 0
186 2 5.7324096498541319e+00 3.5003420490880885e+00 2.4413906471291802e+00 1 0 0
182 3 2.5374966227487916e+00 3.3274421141030999e+00 1.3964533442705345e+00 1 0 0
301 3 5.9187454776418011e+00 1.7488968578833293e+00 9.4136347689340771e-01 1 1 0
304 2 1.2757378438942855e+00 1.8470417828141248e+00 7.7838043063654638e-01 1 1 0
311 2 2.4520555631928844e+00 4.2089083329315613e-01 3.1183996151766675e+00 1 1 0
306 2 5.9886774686342292e+00 5.5065716948755006e-01 2.4575094835131681e+00 1 1 0
188 3 5.7139941221841424e+00 3.3997795644522868e+00 4.2841710236671862e+00 1 0 0
302 3 2.4910677073316219e+00 4.1681850902757084e-01 1.2098695651518367e+00 1 1 0
308 3 5.8754779759419513e+00 4.5478641956943067e-01 4.3334040258952102e+00 1 1 0
310 2 4.4650223714024664e+00 1.8055147727968237e+00 4.3754215305626625e+00 1 1 0
129 2 4.2859467129697532e-01 1.8765884356666724e+00 4.4271547187402556e+00 1 1 0
315 2 3.6484530651618501e+00 1.8373874066840776e+00 7.6403813990624743e+00 1 1 0
194 3 2.5350823889511265e+00 3.4169488602632265e+00 7.7966857633739313e+00 1 0 0
192 2 2.4133352355356408e+00 3.3530411661885777e+00 5.7426610887855603e+00 1 0 0
313 3 5.8166238963063144e+00 1.8236878547660460e+00 7.6248366362140771e+00 1 1 0
316 2 1.1584539181953615e+00 1.9601662752119926e+00 7.6252819904051128e+00 1 1 0
197 2 5.6263186278328172e+00 3.3359979821724215e+00 6.4224800941410702e+00 1 0 0
312 2 2.3718145628672245e+00 3.0893862845144937e-01 5.6932364455836302e+00 1 1 0
317 2 5.6766885190181959e+00 3.3648685946924978e-01 6.4194468818373887e+00 1 1 0
314 3 2.4861156624696648e+00 4.5163885603413839e-01 7.8088780988408830e+00 1 1 0
307 3 2.5619599558734598e+00 1.8538028738502341e+00 4.6669097206504970e+00 1 1 0
209 2 5.7859059376511688e+00 3.4981332277864468e+00 1.3032751453311423e+01 1 0 0
322 2 4.4174902804179084e+00 2.0351500498410928e+00 1.1022302363935983e+01 1 1 0
319 3 2.6305486159940052e+00 2.0798730689637006e+00 1.1036788791846726e+01 1 1 0
203 2 2.4617930679027182e+00 3.4138345504860976e+00 9.7411975313591732e+00 1 0 0
200 3 5.8569328354129029e+00 3.5264147120630045e+00 1.0808725963072606e+01 1 0 0
204 2 2.2364553746289557e+00 3.4311906217793462e+00 1.2293121865567072e+01 1 0 0
141 2 3.7132328714621532e-01 1.9718787049098387e+00 1.0959458621090336e+01 1 1 0
320 3 5.6954245078738603e+00 4.5820163003270725e-01 1.1100588176212828e+01 1 1 0
324 2 2.3919852191591797e+00 4.9466767584078214e-01 1.2258987197416008e+01 1 1 0
329 2 5.8495249337807653e+00 5.2006066342035517e-01 1.2993655615310580e+01 1 1 0
323 2 2.4036092753772960e+00 4.7107532513475903e-01 9.7751862583923632e+00 1 1 0
198 2 5.6644320721214845e+00 3.3917682586290461e+00 8.9838519505057164e+00 1 0 0
318 2 5.5226760586797958e+00 5.5670611674430170e-01 8.9999452002423990e+00 1 1 0
328 2 1.1447468540766799e+00 1.9407911396507305e+00 1.4377937198756609e+01 1 1 0
325 3 5.5859730263451759e+00 2.0084937111848613e+00 1.4275448359164354e+01 1 1 0
210 2 5.7594964002143909e+00 3.4834149927179365e+00 1.5504573398586528e+01 1 0 0
206 3 2.2694214689883649e+00 3.3543949011259917e+00 1.4271436746084325e+01 1 0 0
334 2 4.5635385151917456e+00 1.9022269262208598e+00 1.7566586238537258e+01 1 1 0
331 3 2.3498302702571303e+00 1.8948827159659976e+00 1.7583761067911606e+01 1 1 0
