################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.6895403512907523E-01 a         1     0     1     1     1
 -3.2463418810287686E-01 a         2     0     1     1     2
 -1.0195764469175335E-01 a         3     0     1     1     3
 -2.1602914082089666E-02 a         4     0     1     1     4
  2.7273422546154868E-01 a         5     0     1     1     5
  9.3140665258640773E-02 a         6     0     1     1     6
 -7.4753268325546865E-02 a         7     0     1     1     7
  3.9527713494747962E-01 a         8     0     1     1     8
  3.1148288444032673E-01 a         9     0     1     1     9
 -6.4242367690783814E-02 a        10     0     1     1    10
  1.5974559120126541E-01 a        11     0     2     1     1
  6.3128132683746743E-02 a        12     0     2     1     2
  1.0762747873222531E-01 a        13     0     2     1     3
 -2.6809475726412457E-01 a        14     0     2     1     4
  2.6740301366279301E-01 a        15     0     2     1     5
 -3.4726287569371161E-01 a        16     0     2     1     6
 -1.6695531513981574E-01 a        17     0     2     1     7
  7.5737584450872752E-02 a        18     0     2     1     8
 -1.4327259483739771E-01 a        19     0     2     1     9
 -1.4345863541904066E-01 a        20     0     2     1    10
 -1.0574435340721311E-01 a        21     0     3     1     1
 -2.1866648600432992E-01 a        22     0     3     1     2
  2.6030300974969994E-01 a        23     0     3     1     3
  2.0772477839224607E-01 a        24     0     3     1     4
 -1.6334186916989166E-01 a        25     0     3     1     5
  6.4288630718189008E-02 a        26     0     3     1     6
 -1.1597437661372845E-01 a        27     0     3     1     7
  4.8772656950309641E-02 a        28     0     3     1     8
  1.9698433583970676E-01 a        29     0     3     1     9
 -1.4916136928881585E-01 a        30     0     3     1    10
 -5.9676993005886733E-02 a        31     0     4     1     1
  9.0378136849790930E-02 a        32     0     4     1     2
 -3.1349514884051105E-02 a        33     0     4     1     3
 -1.6920163076441891E-01 a        34     0     4     1     4
 -2.1583391605554633E-01 a        35     0     4     1     5
 -2.0057697415022699E-03 a        36     0     4     1     6
 -3.2846770801848618E-01 a        37     0     4     1     7
  2.5638308913964442E-01 a        38     0     4     1     8
 -1.7150318754854596E-01 a        39     0     4     1     9
 -2.6056703757771382E-01 a        40     0     4     1    10
 -1.1403916438895000E-02 a        41     0     5     1     1
 -1.5303495628867073E-01 a        42     0     5     1     2
  1.8472417561869799E-02 a        43     0     5     1     3
 -2.7960928779334393E-01 a        44     0     5     1     4
 -1.2028445030925734E-01 a        45     0     5     1     5
  8.7077630719039567E-02 a        46     0     5     1     6
 -8.7417232482468896E-02 a        47     0     5     1     7
 -2.5264577299781549E-01 a        48     0     5     1     8
  2.1469055941705631E-01 a        49     0     5     1     9
 -1.0307844667001917E-01 a        50     0     5     1    10
  3.2901054064908358E-01 a        51     0     6     1     1
 -1.4099800127483983E-01 a        52     0     6     1     2
 -3.2085671673896587E-01 a        53     0     6     1     3
