################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.0419272448859408E-01 a         1     0     1     1     1
  1.9887282606944517E-01 a         2     0     1     1     2
 -1.3849357550369273E-01 a         3     0     1     1     3
  2.7134488156692144E-01 a         4     0     1     1     4
 -2.8978236993413370E-02 a         5     0     1     1     5
  3.4761366226221396E-01 a         6     0     1     1     6
  3.0411619479496965E-01 a         7     0     1     1     7
 -3.5073371605743631E-01 a         8     0     1     1     8
 -2.2942346370198544E-01 a         9     0     1     1     9
  1.0597920064420224E-01 a        10     0     1     1    10
  1.6041364001938221E-01 a        11     0     2     1     1
  6.0800467870004489E-02 a        12     0     2     1     2
 -2.0560599031943828E-02 a        13     0     2     1     3
  4.3205196377960814E-01 a        14     0     2     1     4
 -5.4826169938728665E-02 a        15     0     2     1     5
 -1.6240693422204669E-01 a        16     0     2     1     6
  3.7256316566171899E-02 a        17     0     2     1     7
  8.7507483415136089E-02 a        18     0     2     1     8
 -4.3522528352807144E-01 a        19     0     2     1     9
  1.5648671141961942E-01 a        20     0     2     1    10
 -1.2107478361705777E-01 a        21     0     3     1     1
  3.2435446583794281E-01 a        22     0     3     1     2
  1.2114252061728251E-01 a        23     0     3     1     3
 -4.2251788682439791E-02 a        24     0     3     1     4
  2.5585826644038839E-01 a        25     0     3     1     5
 -1.3160683653671854E-01 a        26     0     3     1     6
  1.9643359981850569E-01 a        27     0     3     1     7
 -3.4333217468857297E-01 a        28     0     3     1     8
 -1.4162729971888655E-01 a        29     0     3     1     9
  1.4094534835627118E-01 a        30     0     3     1    10
  1.7654310060870759E-01 a        31     0     4     1     1
  1.9853062725359910E-01 a        32     0     4     1     2
  1.4759005819451844E-02 a        33     0     4     1     3
 -2.3950552813262793E-01 a        34     0     4     1     4
  1.7605630253257773E-01 a        35     0     4     1     5
  1.3621683348610120E-01 a        36     0     4     1     6
  3.0369554434147395E-02 a        37     0     4     1     7
  7.9114630899661281E-02 a        38     0     4     1     8
  3.0403028341752858E-01 a        39     0     4     1     9
 -3.9672716497341420E-01 a        40     0     4     1    10
 -1.5675693664932205E-01 a        41     0     5     1     1
  3.9618108927510221E-01 a        42     0     5     1     2
  7.4681315367289294E-02 a        43     0     5     1     3
 -1.7262509210247473E-01 a        44     0     5     1     4
  9.9385821588482415E-02 a        45     0     5     1     5
  3.8049885159792146E-01 a        46     0     5     1     6
  4.7038509146205970E-01 a        47     0     5     1     7
 -1.2463663409282205E-02 a        48     0     5     1     8
  3.2910492563902233E-01 a        49     0     5     1     9
  2.0998225020025357E-01 a        50     0     5     1    10
  1.8047749382551177E-02 a        51     0     6     1     1
  8.6297410378869441E-02 a        52     0     6     1     2
 -1.9116331298954400E-01 a        53     0     6     1     3
  1.0674270071978788E-01 a        54     0     6     1     4
  3.1581683314520753E-01 a        55     0     6     1     5
  4.5903773706274936E-02 a        56     0     6     1     6
  3.4389634484482262E-01 a        57     0     6     1     7
  1.9281028970454875E-01 a        58     0     6     1     8
  3.7979322600777299E-01 a        59     0     6     1     9
  2.4671395854160097E-01 a        60     0     6     1    10
  3.8950886255333678E-01 a        61     0     7     1     1
  1.3974489177863064E-01 a        62     0     7     1     2
  6.8999444213860396E-03 a        63     0     7     1     3
 -2.6312549550137389E-04 a        64     0     7     1     4
  1.2872784951213012E-01 a        65     0     7     1     5
  2.9597634494569774E-01 a        66     0     7     1     6
  4.0846079482359260E-01 a        67     0     7     1     7
  1.2512262674042945E-01 a        68     0     7     1     8
 -1.6814608629268318E-01 a        69     0     7     1     9
 -3.3671921661913928E-01 a        70     0     7     1    10
  3.6383954706227356E-01 a        71     0     8     1     1
  2.2041350720128397E-01 a        72     0     8     1     2
  2.4795436475185842E-01 a        73     0     8     1     3
 -2.0261791419697001E-01 a        74     0     8     1     4
  1.3376001301005633E-01 a        75     0     8     1     5
  3.9452884852855102E-01 a        76     0     8     1     6
 -3.8035381462943563E-01 a        77     0     8     1     7
 -7.4382399560901133E-02 a        78     0     8     1     8
  1.4924096613998813E-01 a        79     0     8     1     9
