################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.7325022496594328E-01 a         1     0     1     1     1
 -1.0195107578213916E-01 a         2     0     1     1     2
  3.2036922303151028E-01 a         3     0     1     1     3
  1.6289707751034904E-01 a         4     0     1     1     4
  8.0910850580561300E-02 a         5     0     1     1     5
 -3.7855182321722181E-01 a         6     0     1     1     6
  4.2107745165883553E-01 a         7     0     1     1     7
 -1.9524658254142307E-01 a         8     0     1     1     8
 -3.0518625577779623E-01 a         9     0     1     1     9
 -3.4483483207909621E-01 a        10     0     1     1    10
 -2.4750839286898388E-01 a        11     0     2     1     1
 -3.5496993130146437E-01 a        12     0     2     1     2
 -1.9538895178112781E-01 a        13     0     2     1     3
 -8.4506123517780488E-02 a        14     0     2     1     4
  4.4021733936638148E-03 a        15     0     2     1     5
 -5.6785354882946275E-02 a        16     0     2     1     6
 -1.0060534678509640E-01 a        17     0     2     1     7
  3.7167425685405209E-01 a        18     0     2     1     8
 -1.6456657649596185E-01 a        19     0     2     1     9
 -4.1457758607912076E-01 a        20     0     2     1    10
 -9.3314847468844137E-02 a        21     0     3     1     1
  2.6391698456489882E-01 a        22     0     3     1     2
 -7.9166325861208642E-02 a        23     0     3     1     3
 -7.9779239284150066E-02 a        24     0     3     1     4
  3.1650150084751283E-01 a        25     0     3     1     5
  3.3428290989970499E-01 a        26     0     3     1     6
 -3.0053505127062830E-01 a        27     0     3     1     7
  2.7224411867591353E-01 a        28     0     3     1     8
 -1.5880598113102223E-01 a        29     0     3     1     9
 -1.3167204878137545E-01 a        30     0     3     1    10
  1.8407004278742664E-01 a        31     0     4     1     1
 -3.0542019596852704E-01 a        32     0     4     1     2
  3.7174093328471253E-01 a        33     0     4     1     3
  5.3413242572120201E-01 a        34     0     4     1     4
 -2.4297217507828028E-01 a        35     0     4     1     5
 -1.9269701197776659E-01 a        36     0     4     1     6
  1.9429813326971990E-01 a        37     0     4     1     7
  5.5378412979161847E-03 a        38     0     4     1     8
 -2.5620342212202352E-01 a        39     0     4     1     9
 -5.2695096659972261E-02 a        40     0     4     1    10
  1.6672812622721792E-01 a        41     0     5     1     1
  2.4871441846138595E-01 a        42     0     5     1     2
 -2.1918905689815801E-01 a        43     0     5     1     3
 -1.8092042829980190E-01 a        44     0     5     1     4
 -2.2764937882086811E-01 a        45     0     5     1     5
 -2.3679834061388998E-02 a        46     0     5     1     6
  2.3691979265893170E-01 a        47     0     5     1     7
 -2.7207977286744517E-01 a        48     0     5     1     8
  3.5782249851120479E-01 a        49     0     5     1     9
  6.6167689676730645E-02 a        50     0     5     1    10
 -6.9467601547403682E-02 a        51     0     6     1     1
 -3.2718919025020504E-01 a        52     0     6     1     2
  6.4607320528346862E-02 a        53     0     6     1     3
  1.2451905404128145E-02 a        54     0     6     1     4
  2.0354421053119620E-01 a        55     0     6     1     5
  1.8052309312866646E-01 a        56     0     6     1     6
  3.6144352481317539E-02 a        57     0     6     1     7
 -1.2898461852931611E-01 a        58     0     6     1     8
  2.9895502297010396E-01 a        59     0     6     1     9
  1.3607384435629452E-01 a        60     0     6     1    10
 -1.4341369953732760E-01 a        61     0     7     1     1
 -2.2376551515991525E-01 a        62     0     7     1     2
  1.0415000855758647E-01 a        63     0     7     1     3
  1.3305624403159796E-01 a        64     0     7     1     4
 -2.9206612749085725E-01 a        65     0     7     1     5
 -4.8363712078845038E-02 a        66     0     7     1     6
 -3.1001622245322890E-02 a        67     0     7     1     7
 -6.6901880404401023E-02 a        68     0     7     1     8
  9.2084721332814826E-02 a        69     0     7     1     9
  1.5956087268957403E-01 a        70     0     7     1    10
 -8.6314695378988282E-02 a        71     0     8     1     1
  1.5868404844434736E-01 a        72     0     8     1     2
  1.9899173894873728E-01 a        73     0     8     1     3
  9.6188053858639641E-02 a        74     0     8     1     4
  4.2750144859806044E-01 a        75     0     8     1     5
  2.2827750402763763E-01 a        76     0     8     1     6
 -1.1014655653787205E-01 a        77     0     8     1     7
  1.4545433236354857E-01 a        78     0     8     1     8
  1.7493883924760367E-01 a        79     0     8     1     9
 -2.3195111260448507E-02 a        80     0     8     1    10
 -1.1135212301406096E-01 a        81     0     9     1     1
  3.7131197822881346E-01 a        82     0     9     1     2
  1.5283607654724768E-01 a        83     0     9     1     3
  3.3867630233392459E-01 a        84     0     9     1     4
 -3.2893850132246411E-01 a        85     0     9     1     5
 -3.4428767585311648E-01 a        86     0     9     1     6
  2.1921099280131290E-01 a        87     0     9     1     7
 -2.8660846255902250E-01 a        88     0     9     1     8
  3.0507267371827623E-01 a        89     0     9     1     9
  2.2261155994451648E-01 a        90     0     9     1    10
  3.2330983748828257E-02 a        91     0    10     1     1
  2.0654005237116504E-01 a        92     0    10     1     2
  1.0030620174574954E-01 a        93     0    10     1     3
 -2.3620995409890400E-01 a        94     0    10     1     4
 -1.3619875587679839E-01 a        95     0    10     1     5
  1.4734710871417001E-02 a        96     0    10     1     6
 -1.5515398394677565E-01 a        97     0    10     1     7
 -1.1815274296770316E-01 a        98     0    10     1     8
 -4.1415904052893304E-03 a        99     0    10     1     9
  2.9173133673471099E-02 a       100     0    10     1    10
 -7.1120056820946614E-03 a       101     0    11     1     1
 -2.4242031626828045E-02 a       102     0    11     1     2
 -6.5402345319139511E-03 a       103     0    11     1     3
 -4.2500567030512797E-02 a       104     0    11     1     4
  7.7653959290202676E-02 a       105     0    11     1     5
  9.8016432021372727E-03 a       106     0    11     1     6
 -3.4867726290646502E-02 a       107     0    11     1     7
  2.2105720640638524E-01 a       108     0    11     1     8
  1.1256188949918992E-01 a       109     0    11     1     9
 -1.0775496522267498E-01 a       110     0    11     1    10
 -8.8375372700522598E-06 a       111     0    12     1     1
  1.0094859276326401E-01 a       112     0    12     1     2
  2.4588901721380166E-01 a       113     0    12     1     3
 -1.5255223627919981E-01 a       114     0    12     1     4
 -1.8301134873395655E-01 a       115     0    12     1     5
  5.5005012759091226E-02 a       116     0    12     1     6
 -2.2645244092318262E-01 a       117     0    12     1     7
 -5.5445888629386486E-02 a       118     0    12     1     8
  1.5054004776366875E-01 a       119     0    12     1     9
  1.3415291215932315E-01 a       120     0    12     1    10
 -1.9951580274379957E-01 a       121     0    13     1     1
 -1.2842599213585840E-01 a       122     0    13     1     2
 -2.8397215694496680E-01 a       123     0    13     1     3
 -3.0041951884370693E-01 a       124     0    13     1     4
  1.4822858648634210E-01 a       125     0    13     1     5
  2.5532342743562686E-01 a       126     0    13     1     6
 -2.1811515917994870E-01 a       127     0    13     1     7
  4.9410969579436879E-02 a       128     0    13     1     8
 -2.4181404751812030E-01 a       129     0    13     1     9
 -1.1743225223089221E-01 a       130     0    13     1    10
  1.5626846472476993E-01 a       131     0    14     1     1
  2.6287825346386351E-01 a       132     0    14     1     2
 -5.0463868348540303E-02 a       133     0    14     1     3
  1.8668244094767622E-01 a       134     0    14     1     4
 -3.0189984463675040E-01 a       135     0    14     1     5
  2.2950258603952506E-01 a       136     0    14     1     6
 -5.1976025169963136E-02 a       137     0    14     1     7
 -7.8695329580385026E-02 a       138     0    14     1     8
  1.9234485398193812E-01 a       139     0    14     1     9
  2.5827479366881445E-01 a       140     0    14     1    10
 -2.8013391908083601E-01 a       141     0    15     1     1
  2.3765387393119203E-01 a       142     0    15     1     2
 -2.4681472373869698E-01 a       143     0    15     1     3
  2.6072583356018264E-01 a       144     0    15     1     4
  2.0384868012361160E-01 a       145     0    15     1     5
  2.8493734486123817E-01 a       146     0    15     1     6
  2.1895383691704742E-01 a       147     0    15     1     7
  1.8781305883538651E-01 a       148     0    15     1     8
  2.9695476975959378E-01 a       149     0    15     1     9
  1.9697730249189173E-02 a       150     0    15     1    10
  1.9630344446774098E-01 a       151     0    16     1     1
 -9.0333178007995049E-02 a       152     0    16     1     2
 -2.2194265133224822E-01 a       153     0    16     1     3
 -4.2883379404186228E-01 a       154     0    16     1     4
  3.7108492928723591E-01 a       155     0    16     1     5
  2.0337696503811420E-01 a       156     0    16     1     6
  1.4901142761146330E-01 a       157     0    16     1     7
  4.2366212996283126E-02 a       158     0    16     1     8
