################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  7.0236284233402071E-02 a         1     0     1     1     1
 -2.5482486944890848E-01 a         2     0     1     1     2
  1.1359113110018207E-02 a         3     0     1     1     3
  3.3430681395209455E-01 a         4     0     1     1     4
  2.7507132937172041E-01 a         5     0     1     1     5
 -3.5536674588922970E-02 a         6     0     1     1     6
  7.8257441385376422E-02 a         7     0     1     1     7
  2.6816059985700361E-02 a         8     0     1     1     8
  7.0118904191540637E-03 a         9     0     1     1     9
  9.9519450771013498E-02 a        10     0     1     1    10
  2.3489556874859335E-01 a        11     0     2     1     1
  2.3281467401435671E-01 a        12     0     2     1     2
 -1.1943592279125924E-01 a        13     0     2     1     3
  6.7975342051930898E-02 a        14     0     2     1     4
  1.5325788272473392E-01 a        15     0     2     1     5
 -1.6471115853123380E-01 a        16     0     2     1     6
  1.5781835999740743E-02 a        17     0     2     1     7
  9.3017648166843006E-02 a        18     0     2     1     8
 -2.7476395477422472E-01 a        19     0     2     1     9
 -3.4084523129645383E-01 a        20     0     2     1    10
  2.5875371140757808E-01 a        21     0     3     1     1
 -1.7245104811313339E-01 a        22     0     3     1     2
 -2.3118804992832598E-01 a        23     0     3     1     3
 -1.3285062176905468E-01 a        24     0     3     1     4
 -3.1338451361727110E-01 a        25     0     3     1     5
 -1.0006516325086985E-01 a        26     0     3     1     6
  1.5905989731684272E-01 a        27     0     3     1     7
 -1.3720350884650032E-01 a        28     0     3     1     8
 -2.9531585521262382E-01 a        29     0     3     1     9
 -1.6583603390850810E-01 a        30     0     3     1    10
  4.3579894181238726E-02 a        31     0     4     1     1
  1.7033320773549493E-01 a        32     0     4     1     2
  1.6123160689716035E-01 a        33     0     4     1     3
 -8.1840600808141484E-02 a        34     0     4     1     4
 -1.9432371851205973E-01 a        35     0     4     1     5
  8.8445664443997665E-02 a        36     0     4     1     6
 -1.6645633285705236E-01 a        37     0     4     1     7
 -7.7736737413811277E-02 a        38     0     4     1     8
  1.8526343371387088E-02 a        39     0     4     1     9
 -7.2064464671847406E-02 a        40     0     4     1    10
  1.8479607104206877E-01 a        41     0     5     1     1
  1.6804857117843222E-01 a        42     0     5     1     2
  2.8064613173587205E-01 a        43     0     5     1     3
 -3.4731961717553672E-01 a        44     0     5     1     4
  2.9700441522635235E-01 a        45     0     5     1     5
 -5.2038053874125037E-02 a        46     0     5     1     6
 -8.9085904373164784E-02 a        47     0     5     1     7
  8.4098910190751941E-02 a        48     0     5     1     8
 -2.3266775219530526E-02 a        49     0     5     1     9
