################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.4125466846710977E-01 a         1     0     1     1     1
 -1.3835715930873349E-01 a         2     0     1     1     2
  4.7320573634208378E-02 a         3     0     1     1     3
  4.3815332752079583E-01 a         4     0     1     1     4
  1.0277811662733836E-02 a         5     0     1     1     5
 -4.8718553936621495E-01 a         6     0     1     1     6
  2.7014564639534749E-01 a         7     0     1     1     7
 -1.8427244194374803E-01 a         8     0     1     1     8
 -5.9170567886379387E-02 a         9     0     1     1     9
 -2.2573004841481284E-01 a        10     0     1     1    10
  5.7475305835375204E-02 a        11     0     2     1     1
 -4.9819026101044506E-01 a        12     0     2     1     2
 -4.0479928579709451E-01 a        13     0     2     1     3
 -8.1199523045305699E-02 a        14     0     2     1     4
  1.1945045925271382E-01 a        15     0     2     1     5
  6.0684142831189475E-02 a        16     0     2     1     6
 -1.0181060755818093E-02 a        17     0     2     1     7
  4.2929679325460068E-01 a        18     0     2     1     8
  1.4649281148685892E-02 a        19     0     2     1     9
 -3.1622280339243092E-01 a        20     0     2     1    10
 -1.8042376702170054E-01 a        21     0     3     1     1
  3.8937336965024255E-01 a        22     0     3     1     2
 -9.7261263647150181E-02 a        23     0     3     1     3
 -7.7242829346633263E-02 a        24     0     3     1     4
  3.0771483609093064E-01 a        25     0     3     1     5
  2.4954081898966005E-01 a        26     0     3     1     6
 -2.6552475178633889E-01 a        27     0     3     1     7
  1.6926307741465929E-01 a        28     0     3     1     8
 -1.3091007975258123E-01 a        29     0     3     1     9
 -1.4252177017237561E-01 a        30     0     3     1    10
  1.3557507051998541E-01 a        31     0     4     1     1
 -2.0912989777748175E-01 a        32     0     4     1     2
  4.2413357866259482E-01 a        33     0     4     1     3
  3.7281118806489943E-01 a        34     0     4     1     4
 -2.0602266347145748E-01 a        35     0     4     1     5
 -2.3796631183133327E-01 a        36     0     4     1     6
  2.5250927247674027E-01 a        37     0     4     1     7
  4.1166166767622279E-03 a        38     0     4     1     8
 -3.9401084552333315E-01 a        39     0     4     1     9
 -5.0808089216648408E-02 a        40     0     4     1    10
  3.5912326803246811E-02 a        41     0     5     1     1
  2.2658897473960546E-01 a        42     0     5     1     2
 -2.5983787331891472E-01 a        43     0     5     1     3
 -3.5702069827068633E-01 a        44     0     5     1     4
 -2.3790052908707784E-01 a        45     0     5     1     5
 -6.4053164125708204E-02 a        46     0     5     1     6
  2.8763053636364183E-01 a        47     0     5     1     7
 -3.6918110358905221E-01 a        48     0     5     1     8
  2.0639716716300782E-01 a        49     0     5     1     9
  2.5641348500574892E-02 a        50     0     5     1    10
 -6.2702456004399207E-02 a        51     0     6     1     1
 -4.3089355368544852E-01 a        52     0     6     1     2
  1.8023685869312658E-01 a        53     0     6     1     3
  3.2504623610906461E-02 a        54     0     6     1     4
  1.0879649844759812E-01 a        55     0     6     1     5
  1.3523248042917635E-01 a        56     0     6     1     6
 -1.3800220254594099E-02 a        57     0     6     1     7
 -1.2636555294773222E-01 a        58     0     6     1     8
  2.4748186150773574E-01 a        59     0     6     1     9
  1.1329318976500952E-01 a        60     0     6     1    10
 -1.0899894388403718E-01 a        61     0     7     1     1
 -1.9773254883551669E-01 a        62     0     7     1     2
  1.7032306103705439E-01 a        63     0     7     1     3
 -4.3772029872169577E-02 a        64     0     7     1     4
 -4.0514009678566065E-01 a        65     0     7     1     5
 -7.7095500313883389E-02 a        66     0     7     1     6
  1.1564582821318355E-01 a        67     0     7     1     7
 -1.6622035523255965E-01 a        68     0     7     1     8
  1.8732776657585740E-01 a        69     0     7     1     9
 -1.7973610301755630E-01 a        70     0     7     1    10
 -6.1925151641463873E-02 a        71     0     8     1     1
  3.7867648454300948E-02 a        72     0     8     1     2
  2.3864150694305689E-01 a        73     0     8     1     3
  1.1425834701195499E-02 a        74     0     8     1     4
  4.6164127754637935E-01 a        75     0     8     1     5
  2.4475884699664777E-01 a        76     0     8     1     6
 -8.5259894336228811E-02 a        77     0     8     1     7
  2.7354490821607347E-01 a        78     0     8     1     8
  2.2115276463317796E-01 a        79     0     8     1     9
  2.6134462657384120E-02 a        80     0     8     1    10
 -1.8864486483774082E-01 a        81     0     9     1     1
  2.6648920812456339E-01 a        82     0     9     1     2
  2.1599701413925801E-01 a        83     0     9     1     3
  3.9597135766903507E-01 a        84     0     9     1     4
 -2.8721939551580555E-01 a        85     0     9     1     5
 -3.4320493622344733E-01 a        86     0     9     1     6
  2.1434887842765923E-01 a        87     0     9     1     7
 -3.5188880121488841E-01 a        88     0     9     1     8
  3.1455334576573685E-01 a        89     0     9     1     9
  2.1224764644447269E-01 a        90     0     9     1    10
  6.9874958017370412E-02 a        91     0    10     1     1
  1.4310393801035601E-01 a        92     0    10     1     2
  1.2695072559116142E-02 a        93     0    10     1     3
 -1.5080496064491805E-01 a        94     0    10     1     4
 -2.7598775427688393E-01 a        95     0    10     1     5
  7.9700903718723154E-02 a        96     0    10     1     6
 -9.5561846485494151E-02 a        97     0    10     1     7
 -1.9398089873657781E-01 a        98     0    10     1     8
 -5.5821884010868968E-02 a        99     0    10     1     9
  1.9163066104589696E-01 a       100     0    10     1    10
 -6.2714976670148345E-02 a       101     0    11     1     1
 -6.0604370626647641E-02 a       102     0    11     1     2
 -3.0032251652132337E-02 a       103     0    11     1     3
  4.2457601699348981E-03 a       104     0    11     1     4
  1.7137412476632774E-01 a       105     0    11     1     5
  1.0563514740268169E-01 a       106     0    11     1     6
  1.7787704230240575E-01 a       107     0    11     1     7
  2.1659596775330492E-01 a       108     0    11     1     8
 -1.8971470267454948E-02 a       109     0    11     1     9
 -1.6891540709617875E-01 a       110     0    11     1    10
  1.0988085312071116E-01 a       111     0    12     1     1
 -3.0632124985868069E-03 a       112     0    12     1     2
  1.6641391552801577E-01 a       113     0    12     1     3
 -1.4201891387553639E-01 a       114     0    12     1     4
 -1.2863458878088452E-01 a       115     0    12     1     5
  1.2215280913295172E-01 a       116     0    12     1     6
 -2.9371391961866750E-01 a       117     0    12     1     7
  1.3941202467834110E-01 a       118     0    12     1     8
  2.6501947735879455E-01 a       119     0    12     1     9
  2.9534161246973889E-01 a       120     0    12     1    10
 -1.1603357441105117E-01 a       121     0    13     1     1
 -2.6909332613194920E-02 a       122     0    13     1     2
 -2.3393291235073690E-01 a       123     0    13     1     3
 -3.0554332157489517E-01 a       124     0    13     1     4
  1.0046686056288907E-01 a       125     0    13     1     5
  1.0260343386877484E-01 a       126     0    13     1     6
 -1.6621564468490838E-02 a       127     0    13     1     7
  3.1554381801384107E-01 a       128     0    13     1     8
 -1.9712695103924704E-01 a       129     0    13     1     9
  2.6398664846468477E-02 a       130     0    13     1    10
 -9.1894183176566169E-02 a       131     0    14     1     1
  2.1690893096897573E-01 a       132     0    14     1     2
 -6.4722085735620494E-02 a       133     0    14     1     3
  1.4477557399771826E-01 a       134     0    14     1     4
 -2.9502586576100409E-01 a       135     0    14     1     5
  3.3854865913469878E-01 a       136     0    14     1     6
  1.0929466553695517E-01 a       137     0    14     1     7
 -1.7934508311319686E-01 a       138     0    14     1     8
  2.4257575660697281E-01 a       139     0    14     1     9
  2.7814304277011198E-01 a       140     0    14     1    10
 -1.7825134850067176E-01 a       141     0    15     1     1
  3.1346677747619689E-01 a       142     0    15     1     2
 -6.7765918724862441E-03 a       143     0    15     1     3
  2.1049809814520809E-01 a       144     0    15     1     4
  3.5345480062023404E-01 a       145     0    15     1     5
  1.1529084269345095E-01 a       146     0    15     1     6
  1.9978363672928931E-01 a       147     0    15     1     7
  1.2404814460486936E-01 a       148     0    15     1     8
 -8.6732024127356144E-02 a       149     0    15     1     9
 -5.9152297906852370E-02 a       150     0    15     1    10
  1.1796127010090464E-01 a       151     0    16     1     1
 -9.1809806385248119E-02 a       152     0    16     1     2
 -1.5605119471297535E-01 a       153     0    16     1     3
 -5.5597090807700622E-01 a       154     0    16     1     4
  3.6617686574606989E-01 a       155     0    16     1     5
  2.5695312316613672E-01 a       156     0    16     1     6
  2.3638371990774312E-01 a       157     0    16     1     7
 -4.4634542173783916E-05 a       158     0    16     1     8
  2.7685315758974333E-01 a       159     0    16     1     9
  2.7386236481307313E-01 a       160     0    16     1    10
 -1.1651037257299017E-01 a       161     0    17     1     1
 -1.5627259880515360E-01 a       162     0    17     1     2
 -9.1631783498148794E-02 a       163     0    17     1     3
  8.1298101066183282E-03 a       164     0    17     1     4
 -7.9491248889909605E-02 a       165     0    17     1     5
  3.9340400474780035E-01 a       166     0    17     1     6
 -9.7724874590464743E-03 a       167     0    17     1     7
 -2.8096977986556138E-02 a       168     0    17     1     8
 -2.3163287906491903E-01 a       169     0    17     1     9
 -1.2440482391017366E-01 a       170     0    17     1    10
 -2.6042893120369254E-02 a       171     0    18     1     1
 -7.2447439187598286E-02 a       172     0    18     1     2
  4.9327134138025280E-01 a       173     0    18     1     3
 -3.8756257939967606E-02 a       174     0    18     1     4
 -1.7158454340531482E-01 a       175     0    18     1     5
 -2.0273559986233369E-01 a       176     0    18     1     6
 -1.1054024735276961E-01 a       177     0    18     1     7
  3.1557054437336429E-01 a       178     0    18     1     8
  7.7424588407934300E-02 a       179     0    18     1     9
 -5.2807507556329303E-01 a       180     0    18     1    10
  3.2289665288571939E-01 a       181     0    19     1     1
 -2.3980356810680370E-01 a       182     0    19     1     2
 -1.1249652828598174E-01 a       183     0    19     1     3
 -3.7936288155543468E-01 a       184     0    19     1     4
  1.0465676340592817E-01 a       185     0    19     1     5
 -4.1937726746363069E-01 a       186     0    19     1     6
  3.1770244524061531E-01 a       187     0    19     1     7
  9.6071251901567914E-02 a       188     0    19     1     8
 -3.7713491001813121E-02 a       189     0    19     1     9
 -6.2014393102844574E-02 a       190     0    19     1    10
  1.2780876647987813E-01 a       191     0    20     1     1
 -2.6352829856753202E-01 a       192     0    20     1     2
 -3.8647337256827224E-01 a       193     0    20     1     3
 -2.9243277798376793E-01 a       194     0    20     1     4
 -7.2634038299450310E-02 a       195     0    20     1     5
 -6.9719636985583838E-02 a       196     0    20     1     6
 -2.8731835277536383E-02 a       197     0    20     1     7
  3.4123236148686793E-02 a       198     0    20     1     8
 -7.4061931371348672E-02 a       199     0    20     1     9
 -1.5323712397546652E-01 a       200     0    20     1    10
  1.6996993832198934E-01 a       201     0    21     1     1
 -3.4924630222882136E-01 a       202     0    21     1     2
 -3.2624776955221252E-01 a       203     0    21     1     3
  2.8163112186525650E-02 a       204     0    21     1     4
  2.8830418868135249E-01 a       205     0    21     1     5
 -1.7575729486518940E-01 a       206     0    21     1     6
  2.2229120268571689E-01 a       207     0    21     1     7
  1.2895275282379572E-02 a       208     0    21     1     8
  1.1248193007810843E-01 a       209     0    21     1     9
  1.2612364378670457E-01 a       210     0    21     1    10
  1.7462282848159977E-01 a       211     0    22     1     1
  2.4509669656822192E-01 a       212     0    22     1     2
 -3.2624815689580794E-01 a       213     0    22     1     3
 -3.2137941352336269E-01 a       214     0    22     1     4
  9.6384311640966350E-02 a       215     0    22     1     5
 -1.5909783742714093E-01 a       216     0    22     1     6
 -3.5181266233330788E-01 a       217     0    22     1     7
  8.8057967743170262E-02 a       218     0    22     1     8
 -2.2486505102059628E-01 a       219     0    22     1     9
  1.3372171350692494E-01 a       220     0    22     1    10
 -3.2758725266995425E-01 a       221     0    23     1     1
 -3.6646276468283923E-01 a       222     0    23     1     2
  1.6078040899961341E-01 a       223     0    23     1     3
  9.4382849803552063E-02 a       224     0    23     1     4
  3.1447497944028818E-01 a       225     0    23     1     5
 -3.9742938142508122E-01 a       226     0    23     1     6
 -4.2455785585558672E-03 a       227     0    23     1     7
 -1.1852726756908041E-01 a       228     0    23     1     8
 -5.5491417023794884E-02 a       229     0    23     1     9
 -4.3078220006730027E-03 a       230     0    23     1    10
  2.2297705182355579E-01 a       231     0    24     1     1
 -6.9786341687366735E-02 a       232     0    24     1     2
  1.7922642155063997E-01 a       233     0    24     1     3
 -1.1972272712819007E-01 a       234     0    24     1     4
  1.2414590733094100E-01 a       235     0    24     1     5
 -4.0344554767066765E-01 a       236     0    24     1     6
 -3.6051369039867592E-01 a       237     0    24     1     7
 -4.5606519903539972E-01 a       238     0    24     1     8
  7.3516658318286715E-02 a       239     0    24     1     9
  2.7334406611372325E-01 a       240     0    24     1    10
  2.4028352461403293E-01 a       241     0    25     1     1
  8.6919335070068118E-02 a       242     0    25     1     2
  2.4582811988559017E-01 a       243     0    25     1     3
 -2.1975507127358529E-01 a       244     0    25     1     4
 -1.0292679070143262E-01 a       245     0    25     1     5
  2.5824793388868905E-01 a       246     0    25     1     6
 -4.0201530046337158E-01 a       247     0    25     1     7
  7.2369554916474649E-02 a       248     0    25     1     8
  2.4966928134271105E-01 a       249     0    25     1     9
  2.0752909766530875E-01 a       250     0    25     1    10
  2.1363705569533498E-01 a       251     0    26     1     1
 -8.7921163444949699E-02 a       252     0    26     1     2
  4.5003032883149920E-02 a       253     0    26     1     3
  8.0190433577268169E-02 a       254     0    26     1     4
  8.6847786097098395E-02 a       255     0    26     1     5
  3.5483308151804860E-01 a       256     0    26     1     6
  5.1014739401976067E-02 a       257     0    26     1     7
  1.7078788342138765E-01 a       258     0    26     1     8
  2.3103554323437159E-01 a       259     0    26     1     9
 -2.3156142171991453E-02 a       260     0    26     1    10
  2.0315758899267741E-01 a       261     0    27     1     1
  5.3500695298824723E-02 a       262     0    27     1     2
  2.3947833442528657E-01 a       263     0    27     1     3
 -1.8710399808934761E-01 a       264     0    27     1     4
  3.3229139982536682E-01 a       265     0    27     1     5
  1.2469453250441229E-01 a       266     0    27     1     6
 -2.4469064568463009E-01 a       267     0    27     1     7
  1.3981805443252865E-01 a       268     0    27     1     8
  3.7803387388516968E-01 a       269     0    27     1     9
  2.3503093779562187E-01 a       270     0    27     1    10
 -3.1823181561672931E-01 a       271     0    28     1     1
  1.3509123411744293E-03 a       272     0    28     1     2
  3.1022578594077049E-01 a       273     0    28     1     3
  4.9474782341700130E-01 a       274     0    28     1     4
  2.9149376448542219E-01 a       275     0    28     1     5
 -3.6983151034524091E-02 a       276     0    28     1     6
  2.4737415661624480E-02 a       277     0    28     1     7
 -3.5395670539700247E-01 a       278     0    28     1     8
  2.2994717275753407E-01 a       279     0    28     1     9
 -3.8146456549884067E-01 a       280     0    28     1    10
  9.4143356811095244E-02 a       281     0    29     1     1
 -2.4828969899793742E-02 a       282     0    29     1     2
  1.3959554492323809E-01 a       283     0    29     1     3
  4.5845786439624892E-02 a       284     0    29     1     4
 -1.4574556701415514E-01 a       285     0    29     1     5
 -3.9399645281989998E-01 a       286     0    29     1     6
  3.5399286641079086E-01 a       287     0    29     1     7
 -1.2532451567660957E-01 a       288     0    29     1     8
 -7.8051355643158807E-02 a       289     0    29     1     9
 -6.5042350509791860E-02 a       290     0    29     1    10
 -7.6645933250285861E-02 a       291     0    30     1     1
  8.2666037394772948E-02 a       292     0    30     1     2
