################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.8777499775408838E-01 a         1     0     1     1     1
  1.8950267650494648E-02 a         2     0     1     1     2
  2.2478772657176968E-01 a         3     0     1     1     3
  1.7859586223148545E-02 a         4     0     1     1     4
  3.5420057076829525E-01 a         5     0     1     1     5
  3.0113892684694815E-01 a         6     0     1     1     6
 -3.8193809854110521E-02 a         7     0     1     1     7
  8.5913430725935783E-02 a         8     0     1     1     8
  1.8761148113344872E-01 a         9     0     1     1     9
 -1.4852959886283953E-01 a        10     0     1     1    10
  1.2420750717134957E-01 a        11     0     2     1     1
  1.4538308182774931E-01 a        12     0     2     1     2
 -3.4165673903646088E-01 a        13     0     2     1     3
  2.9150679667164992E-02 a        14     0     2     1     4
  1.4212325724579731E-02 a        15     0     2     1     5
  2.2419145659164771E-01 a        16     0     2     1     6
  1.1900017585912628E-01 a        17     0     2     1     7
  8.2904589285274888E-02 a        18     0     2     1     8
 -1.1661668672976608E-01 a        19     0     2     1     9
  1.0935532924592660E-01 a        20     0     2     1    10
 -8.4675005708343132E-02 a        21     0     3     1     1
 -2.8999262005275600E-01 a        22     0     3     1     2
 -2.2797662410817110E-01 a        23     0     3     1     3
  1.2089357521376394E-01 a        24     0     3     1     4
 -2.3724507533320691E-01 a        25     0     3     1     5
 -1.6696656420905681E-01 a        26     0     3     1     6
 -2.3352787930089913E-01 a        27     0     3     1     7
  6.8981892935908520E-02 a        28     0     3     1     8
 -2.1737181828043281E-01 a        29     0     3     1     9
  2.2885817798123004E-01 a        30     0     3     1    10
  1.2172836242360496E-01 a        31     0     4     1     1
 -4.2165366882430411E-01 a        32     0     4     1     2
 -2.9157869398254493E-01 a        33     0     4     1     3
 -3.1161964698788397E-01 a        34     0     4     1     4
 -2.0787745041677040E-02 a        35     0     4     1     5
 -3.7561863987020960E-01 a        36     0     4     1     6
 -4.0377649195973697E-02 a        37     0     4     1     7
  2.1959696689475244E-01 a        38     0     4     1     8
  2.3894938439069280E-01 a        39     0     4     1     9
 -4.0589193761372752E-03 a        40     0     4     1    10
  2.1363929619483457E-01 a        41     0     5     1     1
 -4.5681440341568312E-02 a        42     0     5     1     2
 -3.5866316156939310E-01 a        43     0     5     1     3
 -4.4173759595085287E-02 a        44     0     5     1     4
  3.0464985037577197E-01 a        45     0     5     1     5
 -2.4580152288033924E-02 a        46     0     5     1     6
  3.5166217782222003E-01 a        47     0     5     1     7
  2.9157538106287961E-01 a        48     0     5     1     8
  3.4947104197075296E-01 a        49     0     5     1     9
 -2.0659148694627280E-01 a        50     0     5     1    10
  2.8225854836608194E-01 a        51     0     6     1     1
 -3.1982064089974127E-01 a        52     0     6     1     2
  3.6621876364740796E-01 a        53     0     6     1     3
 -2.1279155176704154E-01 a        54     0     6     1     4
  2.5814845882221049E-01 a        55     0     6     1     5
  1.5847882244565620E-01 a        56     0     6     1     6
 -3.2205225887859140E-01 a        57     0     6     1     7
 -3.8368201632273224E-01 a        58     0     6     1     8
  1.5855104857964347E-01 a        59     0     6     1     9
 -3.6480880241853852E-01 a        60     0     6     1    10
  4.3164051085659105E-01 a        61     0     7     1     1
  5.0312348199521316E-02 a        62     0     7     1     2
 -1.8572223359281065E-01 a        63     0     7     1     3
  3.5084993180759874E-02 a        64     0     7     1     4
  5.8089123871034681E-02 a        65     0     7     1     5
  2.9250578968120095E-01 a        66     0     7     1     6
  3.6273255164285284E-02 a        67     0     7     1     7
  1.1970661774341823E-01 a        68     0     7     1     8
  2.3394623230847272E-01 a        69     0     7     1     9
  2.6412858362816910E-01 a        70     0     7     1    10
  1.4745363818340521E-01 a        71     0     8     1     1
  1.1975165782607550E-01 a        72     0     8     1     2
  9.9512354045674045E-02 a        73     0     8     1     3
 -1.3391354604122904E-01 a        74     0     8     1     4
 -2.3082945571935118E-01 a        75     0     8     1     5
  1.5927325812478424E-01 a        76     0     8     1     6
  1.8296849683865976E-01 a        77     0     8     1     7
  4.0467772703374111E-01 a        78     0     8     1     8
  7.3823247356411326E-02 a        79     0     8     1     9
  3.9950411171324729E-01 a        80     0     8     1    10
  1.0009934865150399E-01 a        81     0     9     1     1
  3.1968486341963653E-01 a        82     0     9     1     2
 -1.5512645343851494E-01 a        83     0     9     1     3
 -4.7287352031865154E-02 a        84     0     9     1     4
 -2.5471977085269903E-01 a        85     0     9     1     5
  1.2515814119715304E-01 a        86     0     9     1     6
  1.7474304611517870E-03 a        87     0     9     1     7
  1.5619259678690173E-01 a        88     0     9     1     8
 -5.8904511356373541E-02 a        89     0     9     1     9
  1.8210937618443698E-01 a        90     0     9     1    10
 -1.3419078379176114E-01 a        91     0    10     1     1
 -1.0474846982068871E-03 a        92     0    10     1     2
  3.9959067454999769E-01 a        93     0    10     1     3
  4.3118277805403060E-01 a        94     0    10     1     4
 -3.4180244040500679E-01 a        95     0    10     1     5
 -2.3834969457871478E-02 a        96     0    10     1     6
  2.6250217746887048E-02 a        97     0    10     1     7
  2.0264048145109001E-01 a        98     0    10     1     8
 -3.0351587208879049E-02 a        99     0    10     1     9
  1.9938868194926396E-01 a       100     0    10     1    10
 -1.5749380750815489E-01 a       101     0    11     1     1
 -1.2778855345830339E-01 a       102     0    11     1     2
 -1.4715316771233158E-01 a       103     0    11     1     3
 -1.4003124378788084E-01 a       104     0    11     1     4
 -1.3948813062567100E-01 a       105     0    11     1     5
  8.5336595837997020E-02 a       106     0    11     1     6
  7.7312498542135927E-02 a       107     0    11     1     7
  2.6687550864967680E-01 a       108     0    11     1     8
 -1.3100743312802690E-01 a       109     0    11     1     9
  2.2923839840671623E-01 a       110     0    11     1    10
 -9.3379554196296871E-02 a       111     0    12     1     1
  1.6854088459189412E-01 a       112     0    12     1     2
  1.8764241212087751E-01 a       113     0    12     1     3
  6.7661526764610999E-02 a       114     0    12     1     4
  3.3618872509583370E-02 a       115     0    12     1     5
 -3.1560810140153017E-01 a       116     0    12     1     6
  1.4788960885535696E-01 a       117     0    12     1     7
  3.2658966338381876E-02 a       118     0    12     1     8
 -1.4024284500444853E-01 a       119     0    12     1     9
 -1.6522185509154402E-01 a       120     0    12     1    10
 -1.0247036488709428E-01 a       121     0    13     1     1
 -2.3077569380072824E-01 a       122     0    13     1     2
  2.5677554749914257E-02 a       123     0    13     1     3
 -1.5425131775975365E-01 a       124     0    13     1     4
 -2.9425181468494793E-01 a       125     0    13     1     5
 -1.3669303612946282E-01 a       126     0    13     1     6
 -1.7859148651328202E-01 a       127     0    13     1     7
 -1.6325425400200058E-01 a       128     0    13     1     8
 -1.2553774890471012E-01 a       129     0    13     1     9
 -1.2294814128867172E-01 a       130     0    13     1    10
 -2.0418268137510456E-01 a       131     0    14     1     1
 -1.9399115718100271E-01 a       132     0    14     1     2
  1.7371495601800596E-01 a       133     0    14     1     3
  9.3692816503198495E-02 a       134     0    14     1     4
  2.2640784223496460E-01 a       135     0    14     1     5
 -2.4011375591582139E-02 a       136     0    14     1     6
  3.9488392085233644E-02 a       137     0    14     1     7
  1.3831853111420039E-01 a       138     0    14     1     8
 -1.7786867493145228E-01 a       139     0    14     1     9
 -1.1884080369863029E-01 a       140     0    14     1    10
 -3.8468666383329897E-01 a       141     0    15     1     1
  2.7566648371728530E-01 a       142     0    15     1     2
 -1.1373264472321568E-01 a       143     0    15     1     3
  1.0423747601759099E-01 a       144     0    15     1     4
  1.3496400751867990E-01 a       145     0    15     1     5
 -3.5809548394416259E-03 a       146     0    15     1     6
 -1.9947783454473483E-02 a       147     0    15     1     7
 -6.2841751642868537E-02 a       148     0    15     1     8
 -1.6238482105370017E-01 a       149     0    15     1     9
 -2.9710796002597883E-01 a       150     0    15     1    10
 -1.9211113885586273E-01 a       151     0    16     1     1
  8.8813826233433493E-02 a       152     0    16     1     2
  9.1106664982072955E-02 a       153     0    16     1     3
  7.1813249199100579E-02 a       154     0    16     1     4
  7.8464313210824671E-02 a       155     0    16     1     5
 -2.1394482850433919E-01 a       156     0    16     1     6
 -1.1623665442296355E-01 a       157     0    16     1     7
 -1.5249938282988137E-01 a       158     0    16     1     8
 -1.1088446900249600E-01 a       159     0    16     1     9
 -1.7735065032005687E-01 a       160     0    16     1    10
