################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.2798028668135228E-01 a         1     0     1     1     1
 -5.3329825054861890E-01 a         2     0     1     1     2
 -9.9628068459491043E-02 a         3     0     1     1     3
  5.6464440327094279E-01 a         4     0     1     1     4
  4.1545653867444909E-01 a         5     0     1     1     5
 -2.3189140964280694E-01 a         6     0     1     1     6
  3.2976951397675058E-01 a         7     0     1     1     7
  1.1011973765083681E-01 a         8     0     1     1     8
  1.0898946340644730E-01 a         9     0     1     1     9
  1.2309049054349483E-01 a        10     0     1     1    10
 -9.2194224979509104E-02 a        11     0     2     1     1
  5.1263859294435707E-02 a        12     0     2     1     2
 -1.9064769129643941E-01 a        13     0     2     1     3
  1.3521363413937834E-01 a        14     0     2     1     4
  1.0590827936604674E-01 a        15     0     2     1     5
 -7.7392618428675161E-02 a        16     0     2     1     6
  9.8010079868726896E-02 a        17     0     2     1     7
  9.0570056777456540E-02 a        18     0     2     1     8
 -2.1304241363001068E-02 a        19     0     2     1     9
 -4.0569553510872625E-01 a        20     0     2     1    10
  1.7272095695800532E-01 a        21     0     3     1     1
 -2.6577437148202515E-01 a        22     0     3     1     2
 -3.3729127248572488E-01 a        23     0     3     1     3
 -2.8997121642766539E-05 a        24     0     3     1     4
 -2.3187009411902407E-01 a        25     0     3     1     5
 -2.6146263707825917E-01 a        26     0     3     1     6
  2.8883522077211166E-01 a        27     0     3     1     7
 -1.1103259363607672E-01 a        28     0     3     1     8
 -2.5176418126410877E-01 a        29     0     3     1     9
 -2.1636051931567157E-01 a        30     0     3     1    10
  1.3873864517899648E-01 a        31     0     4     1     1
  8.2361461887129062E-02 a        32     0     4     1     2
  9.3044181315822080E-02 a        33     0     4     1     3
 -5.0843609177403791E-02 a        34     0     4     1     4
 -2.3488214072690575E-01 a        35     0     4     1     5
  1.0727406546632492E-01 a        36     0     4     1     6
 -1.8500006915056361E-01 a        37     0     4     1     7
  9.8879684559541169E-03 a        38     0     4     1     8
  2.9651045484375031E-02 a        39     0     4     1     9
  1.1362958502437925E-01 a        40     0     4     1    10
  1.7452949875528456E-01 a        41     0     5     1     1
  7.6031598164076050E-02 a        42     0     5     1     2
 -3.4166213799295506E-02 a        43     0     5     1     3
  4.3850263239167631E-02 a        44     0     5     1     4
 -4.4077682369650102E-02 a        45     0     5     1     5
 -7.0103746289205265E-02 a        46     0     5     1     6
 -3.4555947619067509E-02 a        47     0     5     1     7
 -5.3895006612851695E-02 a        48     0     5     1     8
  2.3583726083695625E-01 a        49     0     5     1     9
  9.6680072306865705E-02 a        50     0     5     1    10
  3.6121248266529199E-01 a        51     0     6     1     1
  9.4972577282861417E-02 a        52     0     6     1     2
  2.4981056132831994E-01 a        53     0     6     1     3
 -3.0453499521826627E-01 a        54     0     6     1     4
  1.8332808179760079E-01 a        55     0     6     1     5
 -4.8327466774620902E-02 a        56     0     6     1     6
 -2.4091695796901078E-01 a        57     0     6     1     7
  2.1493916522541956E-01 a        58     0     6     1     8
  1.7807237375955220E-01 a        59     0     6     1     9
 -2.6133264580377652E-01 a        60     0     6     1    10
 -8.3102464181463068E-02 a        61     0     7     1     1
 -1.1951322138199744E-01 a        62     0     7     1     2
  4.5910936615813761E-02 a        63     0     7     1     3
  2.4077105555217769E-02 a        64     0     7     1     4
 -5.6522828368737212E-02 a        65     0     7     1     5
  3.7267692686594772E-01 a        66     0     7     1     6
 -2.4022041341904979E-01 a        67     0     7     1     7
