################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.8521781130844363E-02 a         1     0     1     1     1
  1.1963450003156942E-01 a         2     0     1     1     2
  2.0059356656319935E-01 a         3     0     1     1     3
 -1.8872126057547889E-01 a         4     0     1     1     4
  3.1597491081838613E-01 a         5     0     1     1     5
 -1.4966591262946125E-01 a         6     0     1     1     6
 -1.1763822636936354E-01 a         7     0     1     1     7
  1.7407193308002331E-01 a         8     0     1     1     8
  4.1545650113316582E-02 a         9     0     1     1     9
  1.9905364231122669E-01 a        10     0     1     1    10
  5.0585574057737436E-03 a        11     0     2     1     1
 -3.3984238016158425E-01 a        12     0     2     1     2
  5.6027028510253776E-02 a        13     0     2     1     3
 -1.8416383037082959E-01 a        14     0     2     1     4
  2.3685168278621260E-01 a        15     0     2     1     5
  1.8508025325737629E-01 a        16     0     2     1     6
 -3.2627885729776418E-01 a        17     0     2     1     7
 -1.8708586521536785E-02 a        18     0     2     1     8
 -2.7804123564602895E-01 a        19     0     2     1     9
  5.5355618321269430E-02 a        20     0     2     1    10
 -1.6682825031634388E-01 a        21     0     3     1     1
 -9.0168759145520638E-02 a        22     0     3     1     2
 -3.9572633175563232E-01 a        23     0     3     1     3
 -5.1165074104444840E-02 a        24     0     3     1     4
 -2.9936697265741896E-01 a        25     0     3     1     5
  2.3173374688856556E-03 a        26     0     3     1     6
  2.8039635659700357E-01 a        27     0     3     1     7
 -2.2224292845980262E-01 a        28     0     3     1     8
  3.5624876090349322E-01 a        29     0     3     1     9
 -7.4244742567999858E-02 a        30     0     3     1    10
  1.9053127918007889E-01 a        31     0     4     1     1
 -3.2290487266880247E-01 a        32     0     4     1     2
 -2.8918755028080895E-01 a        33     0     4     1     3
  2.7325590440995556E-01 a        34     0     4     1     4
 -6.9059876961942421E-02 a        35     0     4     1     5
 -4.1580859737561975E-02 a        36     0     4     1     6
 -9.4478593759600410E-02 a        37     0     4     1     7
  4.2804694199518978E-01 a        38     0     4     1     8
 -2.9792260500076734E-01 a        39     0     4     1     9
 -8.1601953999128507E-02 a        40     0     4     1    10
 -1.4799929509601323E-01 a        41     0     5     1     1
  1.5560623560178277E-01 a        42     0     5     1     2
 -7.1458880371584377E-02 a        43     0     5     1     3
  1.5001054519476967E-01 a        44     0     5     1     4
 -3.9115021980933772E-02 a        45     0     5     1     5
  1.6629886256466192E-02 a        46     0     5     1     6
  2.0642184349289017E-01 a        47     0     5     1     7
  7.6014108904198380E-02 a        48     0     5     1     8
 -1.6603736103275049E-01 a        49     0     5     1     9
  9.5524586996357491E-02 a        50     0     5     1    10
 -1.9799540512455585E-01 a        51     0     6     1     1
  2.8404299877140393E-01 a        52     0     6     1     2
  2.6468036573741360E-01 a        53     0     6     1     3
 -1.2984945074242607E-01 a        54     0     6     1     4
  3.4852810988297500E-01 a        55     0     6     1     5
  3.6578654563176338E-01 a        56     0     6     1     6
  1.7279649226306126E-01 a        57     0     6     1     7
 -3.7199672598317685E-01 a        58     0     6     1     8
 -1.4587325595464351E-01 a        59     0     6     1     9
 -9.2336051836036645E-02 a        60     0     6     1    10
  1.2664819014876860E-01 a        61     0     7     1     1
 -2.2752052854919305E-01 a        62     0     7     1     2
  1.8175065591550893E-01 a        63     0     7     1     3
  6.0912655976090288E-02 a        64     0     7     1     4
  1.9544347390462988E-02 a        65     0     7     1     5
 -8.9769363508070146E-02 a        66     0     7     1     6
  4.7588011996243684E-02 a        67     0     7     1     7
 -2.2267675156386396E-01 a        68     0     7     1     8
  3.0158402257568379E-01 a        69     0     7     1     9
  2.1189764543796841E-01 a        70     0     7     1    10
 -2.4927019427460195E-01 a        71     0     8     1     1
  4.3974181975610274E-02 a        72     0     8     1     2
  6.0036071813152153E-02 a        73     0     8     1     3
  5.7370106499674139E-02 a        74     0     8     1     4
  2.3462224502953200E-02 a        75     0     8     1     5
 -2.4777431075477677E-01 a        76     0     8     1     6
 -6.8672359993205381E-02 a        77     0     8     1     7
  2.6631723612456859E-01 a        78     0     8     1     8
 -1.1608324009259918E-01 a        79     0     8     1     9
  4.9661569845186243E-02 a        80     0     8     1    10
  4.4730729013853027E-02 a        81     0     9     1     1
 -1.2244906590104764E-01 a        82     0     9     1     2
 -4.6210319180615189E-02 a        83     0     9     1     3
  1.6069707343880676E-01 a        84     0     9     1     4
 -1.8713588670996394E-02 a        85     0     9     1     5
 -1.4754620147335484E-01 a        86     0     9     1     6
  1.3719169716511750E-01 a        87     0     9     1     7
 -1.6245794202738317E-02 a        88     0     9     1     8
  8.4382737597791094E-02 a        89     0     9     1     9
  7.4774845668546822E-02 a        90     0     9     1    10
  4.4470313272777694E-02 a        91     0    10     1     1
  1.9411531379385707E-01 a        92     0    10     1     2
  3.5606947678172529E-01 a        93     0    10     1     3
