################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.6755731641691003E-01 a         1     0     1     1     1
  1.8102829401878767E-01 a         2     0     1     1     2
  1.3712128863016654E-01 a         3     0     1     1     3
  2.7172648458724719E-01 a         4     0     1     1     4
  1.5455460944211125E-01 a         5     0     1     1     5
  5.1786888265881896E-02 a         6     0     1     1     6
  1.2431511172211321E-01 a         7     0     1     1     7
 -6.5326663511554748E-03 a         8     0     1     1     8
 -3.2978420460943153E-01 a         9     0     1     1     9
 -1.3778510999668558E-01 a        10     0     1     1    10
 -2.9558240944909719E-01 a        11     0     2     1     1
 -1.7091827665047885E-01 a        12     0     2     1     2
 -3.2964318725621483E-01 a        13     0     2     1     3
 -3.6474951888013279E-01 a        14     0     2     1     4
 -8.8494092598368809E-02 a        15     0     2     1     5
  3.4183785137269510E-02 a        16     0     2     1     6
 -2.5230491468699736E-02 a        17     0     2     1     7
  1.3576591787838696E-02 a        18     0     2     1     8
 -3.1364641677077254E-01 a        19     0     2     1     9
  7.9436046803600169E-02 a        20     0     2     1    10
 -2.1437889282340453E-01 a        21     0     3     1     1
  2.4786137616671311E-01 a        22     0     3     1     2
  1.2416678484871027E-01 a        23     0     3     1     3
 -2.5424926100851880E-01 a        24     0     3     1     4
  2.7167324838828211E-01 a        25     0     3     1     5
 -1.9408033720409240E-01 a        26     0     3     1     6
  6.1876651587704688E-02 a        27     0     3     1     7
 -6.0003738478458593E-02 a        28     0     3     1     8
  5.3239162540854035E-02 a        29     0     3     1     9
  1.2543288862089300E-01 a        30     0     3     1    10
