################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.9625255253585328E-01 a         1     0     1     1     1
  1.6652313421345749E-01 a         2     0     1     1     2
  3.8227190565460825E-02 a         3     0     1     1     3
 -2.4040204776927551E-01 a         4     0     1     1     4
 -3.1448578240796066E-01 a         5     0     1     1     5
  7.8657174991887305E-02 a         6     0     1     1     6
 -1.9498195527286297E-01 a         7     0     1     1     7
  6.0181681533442298E-02 a         8     0     1     1     8
  1.5170171468640548E-01 a         9     0     1     1     9
 -2.2526219423226054E-01 a        10     0     1     1    10
  3.2253120237214161E-01 a        11     0     1     1    11
 -1.6684863995379473E-01 a        12     0     1     1    12
 -2.4126267708158600E-01 a        13     0     1     1    13
 -1.2279658709328442E-01 a        14     0     1     1    14
 -1.8735537656174035E-02 a        15     0     1     1    15
 -2.9250739840957335E-01 a        16     0     2     1     1
  2.6334037308644881E-01 a        17     0     2     1     2
 -2.4333694517906251E-01 a        18     0     2     1     3
  2.5805168690049618E-01 a        19     0     2     1     4
  1.4555259124271286E-01 a        20     0     2     1     5
  1.3179031804905905E-01 a        21     0     2     1     6
 -8.7319046852441864E-02 a        22     0     2     1     7
 -1.7396944376164716E-01 a        23     0     2     1     8
 -1.6369813100234740E-01 a        24     0     2     1     9
 -1.3580979284195391E-01 a        25     0     2     1    10
  1.5126435860869655E-01 a        26     0     2     1    11
  8.3854096341240913E-02 a        27     0     2     1    12
 -2.7117328805039859E-01 a        28     0     2     1    13
 -2.9203721231081570E-01 a        29     0     2     1    14
  8.5097449985765725E-02 a        30     0     2     1    15
 -1.1882774650832198E-01 a        31     0     3     1     1
 -5.1652002450331740E-02 a        32     0     3     1     2
 -1.3754871802613602E-01 a        33     0     3     1     3
  2.2445019201618324E-01 a        34     0     3     1     4
 -1.5091770951481787E-01 a        35     0     3     1     5
  6.3780423369683453E-02 a        36     0     3     1     6
 -2.5732427556683163E-01 a        37     0     3     1     7
 -4.1646978885980200E-02 a        38     0     3     1     8
 -1.0373511052500516E-01 a        39     0     3     1     9
  1.1243838237697189E-01 a        40     0     3     1    10
 -1.5451727116588185E-01 a        41     0     3     1    11
 -1.2570290504704233E-02 a        42     0     3     1    12
 -2.5382549518794201E-01 a        43     0     3     1    13
 -1.8726107285589674E-01 a        44     0     3     1    14
  3.9012518613577539E-02 a        45     0     3     1    15
  1.2859569907962656E-01 a        46     0     4     1     1
 -1.5967291471728623E-01 a        47     0     4     1     2
 -1.1826149171099694E-01 a        48     0     4     1     3
 -1.8631146324559267E-01 a        49     0     4     1     4
  1.1591980743598157E-01 a        50     0     4     1     5
 -6.1693426584257935E-03 a        51     0     4     1     6
 -1.6257422984366168E-01 a        52     0     4     1     7
 -1.6017093302894730E-01 a        53     0     4     1     8
  9.1378724890878824E-02 a        54     0     4     1     9
 -9.7564525641528066E-02 a        55     0     4     1    10
 -1.2639972599939342E-01 a        56     0     4     1    11
 -2.6299233953840035E-03 a        57     0     4     1    12
  1.6925899730046948E-01 a        58     0     4     1    13
 -2.5768205217380896E-01 a        59     0     4     1    14
 -3.0806093602340191E-02 a        60     0     4     1    15
  2.0112404753894700E-01 a        61     0     5     1     1
 -8.7313143200155388E-02 a        62     0     5     1     2
 -2.5727756496133897E-01 a        63     0     5     1     3
 -8.3337553887938634E-02 a        64     0     5     1     4
 -1.2005590452097889E-01 a        65     0     5     1     5
  1.5283374686263471E-01 a        66     0     5     1     6
  1.3978403418177862E-01 a        67     0     5     1     7
  1.3459461192692765E-01 a        68     0     5     1     8
  1.4109066745480864E-01 a        69     0     5     1     9
 -1.2916454690983400E-01 a        70     0     5     1    10
  3.0183813822918102E-02 a        71     0     5     1    11
 -4.4767757325025921E-02 a        72     0     5     1    12
  1.9190053236583571E-01 a        73     0     5     1    13
  3.7990555782811508E-03 a        74     0     5     1    14
  1.8444699151487251E-01 a        75     0     5     1    15
  1.4977508292246658E-01 a        76     0     6     1     1
  1.9232292908927676E-01 a        77     0     6     1     2
  2.6022821949708042E-01 a        78     0     6     1     3
  1.2206789730230208E-01 a        79     0     6     1     4
  2.3579835261223064E-02 a        80     0     6     1     5
  4.2584937715254893E-02 a        81     0     6     1     6
 -6.2587784532827498E-02 a        82     0     6     1     7
 -9.6950591035526293E-02 a        83     0     6     1     8
 -8.5787872014137789E-02 a        84     0     6     1     9
  1.7943538794222230E-01 a        85     0     6     1    10
 -2.2436761245611553E-01 a        86     0     6     1    11
 -2.0401156719289032E-01 a        87     0     6     1    12
 -1.0600397764104425E-02 a        88     0     6     1    13
