################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.5506427504904287E-02 a         1     0     1     1     1
  2.9578540897894040E-01 a         2     0     1     1     2
 -1.0079997440848648E-01 a         3     0     1     1     3
 -4.8448677052083416E-02 a         4     0     1     1     4
 -1.7402121252688585E-01 a         5     0     1     1     5
  1.6895787216553868E-01 a         6     0     1     1     6
 -1.5487374195673789E-01 a         7     0     1     1     7
  1.6690383337687527E-02 a         8     0     1     1     8
 -3.9280566723676288E-02 a         9     0     1     1     9
  1.1494185290179747E-01 a        10     0     1     1    10
  6.4260374068144346E-02 a        11     0     1     1    11
  1.3061818083015597E-01 a        12     0     1     1    12
 -2.3378078290318526E-02 a        13     0     1     1    13
 -2.2253890758985062E-01 a        14     0     1     1    14
  4.3456011463403353E-02 a        15     0     1     1    15
  6.2273197033377976E-02 a        16     0     2     1     1
  1.3308722464182542E-02 a        17     0     2     1     2
  2.8230000261236596E-02 a        18     0     2     1     3
  1.6089324985553052E-01 a        19     0     2     1     4
  1.5489131323905447E-01 a        20     0     2     1     5
  2.7884296142886417E-01 a        21     0     2     1     6
 -4.2240081679813871E-02 a        22     0     2     1     7
 -4.8377966149667856E-02 a        23     0     2     1     8
  7.7391120591001450E-02 a        24     0     2     1     9
 -1.2955477451553565E-01 a        25     0     2     1    10
  1.0906476360328318E-01 a        26     0     2     1    11
  1.2379519264049722E-01 a        27     0     2     1    12
  6.4137901431846681E-02 a        28     0     2     1    13
 -2.4696379684717218E-01 a        29     0     2     1    14
  6.2342429298593696E-02 a        30     0     2     1    15
  1.6880777296120142E-01 a        31     0     3     1     1
  7.4515038746977555E-02 a        32     0     3     1     2
 -3.1692893262239767E-03 a        33     0     3     1     3
 -1.2092610178541306E-01 a        34     0     3     1     4
  4.0709538439063477E-02 a        35     0     3     1     5
  2.0463288710688560E-01 a        36     0     3     1     6
  1.2981424695450378E-01 a        37     0     3     1     7
 -2.0358370548721116E-01 a        38     0     3     1     8
 -1.0018655687964167E-01 a        39     0     3     1     9
 -4.2729589196861935E-02 a        40     0     3     1    10
 -9.1655628740494335E-02 a        41     0     3     1    11
 -1.0839822621403164E-01 a        42     0     3     1    12
  1.6831810775656370E-01 a        43     0     3     1    13
  1.5912403282328411E-01 a        44     0     3     1    14
 -1.0078038406775303E-01 a        45     0     3     1    15
  7.5382606431727797E-02 a        46     0     4     1     1
 -8.4253208746693925E-03 a        47     0     4     1     2
