################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.2252198899728310E-01 a         1     0     1     1     1
  1.8136608238806479E-01 a         2     0     1     1     2
  5.4220241679790493E-01 a         3     0     1     1     3
 -7.0113335283251932E-01 a         4     0     1     1     4
  7.0286466602500886E-01 a         5     0     1     1     5
  1.0757870436772710E+00 a         6     0     1     1     6
  5.9399222281860120E-01 a         7     0     1     1     7
  9.5881353836088745E-01 a         8     0     1     1     8
  6.2718708329759054E-01 a         9     0     1     1     9
  1.6356727332842941E-01 a        10     0     1     1    10
 -7.1021625853834125E-01 a        11     0     1     1    11
  6.1183895282944833E-01 a        12     0     1     1    12
 -1.2023413608897422E+00 a        13     0     1     1    13
 -2.4218003429004892E-01 a        14     0     1     1    14
  1.3333622428632879E+00 a        15     0     1     1    15
  2.9992944889585985E-02 a        16     0     2     1     1
  1.9756887952370503E-01 a        17     0     2     1     2
 -1.3984901278413792E-01 a        18     0     2     1     3
  8.5438648324369071E-01 a        19     0     2     1     4
 -6.9767596909125362E-01 a        20     0     2     1     5
 -1.6189727600205874E+00 a        21     0     2     1     6
 -5.3876939629014164E-01 a        22     0     2     1     7
 -7.4767379136273682E-01 a        23     0     2     1     8
 -1.6263708756924795E+00 a        24     0     2     1     9
  6.6391239325211882E-01 a        25     0     2     1    10
  3.7623765109873319E-01 a        26     0     2     1    11
  5.1123400565954713E-02 a        27     0     2     1    12
  4.0851432558344458E-01 a        28     0     2     1    13
  8.1608818252973292E-01 a        29     0     2     1    14
  1.1516569321172698E+00 a        30     0     2     1    15
  1.7479576128101917E-01 a        31     0     3     1     1
  1.1776414365984948E-01 a        32     0     3     1     2
 -3.6981889662708822E-01 a        33     0     3     1     3
  3.2066514320627437E-01 a        34     0     3     1     4
 -4.0500061506006491E-01 a        35     0     3     1     5
 -1.6500312311604637E+00 a        36     0     3     1     6
  3.3508156682451862E-01 a        37     0     3     1     7
 -6.0731245852754634E-01 a        38     0     3     1     8
 -1.1136466790188271E+00 a        39     0     3     1     9
 -5.6621166463934759E-02 a        40     0     3     1    10
 -1.4041619398541957E-01 a        41     0     3     1    11
 -9.8497059034385506E-02 a        42     0     3     1    12
  9.9525100403703270E-01 a        43     0     3     1    13
  1.0853637761660355E+00 a        44     0     3     1    14
 -3.6083876386464292E-01 a        45     0     3     1    15
  6.8359515333784271E-01 a        46     0     4     1     1
  1.0559860587378894E-01 a        47     0     4     1     2
  4.2123806095585586E-01 a        48     0     4     1     3
 -9.0338990867181321E-02 a        49     0     4     1     4
  3.7006427610522180E-01 a        50     0     4     1     5
  6.6372392837730521E-01 a        51     0     4     1     6
  5.3940680181891054E-01 a        52     0     4     1     7
  7.1687573605961841E-02 a        53     0     4     1     8
  3.2951263094001776E-01 a        54     0     4     1     9
  2.3879800708454312E-02 a        55     0     4     1    10
 -3.3003335318207355E-01 a        56     0     4     1    11
  2.5987043087359440E-01 a        57     0     4     1    12
 -6.7203814510283222E-01 a        58     0     4     1    13
 -2.4492560571117189E-01 a        59     0     4     1    14
 -3.7084236879322613E-01 a        60     0     4     1    15
